"","rab.all","rab.win.0","rab.win.1","diff.btw","diff.win","effect","overlap","we.ep","we.eBH","wi.ep","wi.eBH"
"PF4V1",-11.9698155116699,-12.111271724449,-11.6985862272964,0.338639093130253,2.10336711226899,0.131311963447936,0.430400000420594,0.908907530976881,0.955355575751168,0.369904667134275,1
"PFAS",-6.2828602199725,-5.66446449105249,-7.46890133876704,-1.74046839902368,0.971924051485059,-1.65661838509656,0.0424000166967359,1.1646151750004e-11,3.96298544334477e-11,2.89129235038529e-12,9.01270887400553e-12
"PFDN1",-5.22447889764597,-4.69791117823807,-5.99764287326053,-1.21638756198116,0.706645129234232,-1.66844511247085,0.0376000189308337,4.91340898963096e-12,1.88235422096516e-11,1.37313990250696e-12,4.67892415122065e-12
"PFDN2",-6.38275477252282,-5.77333589763416,-7.15998076202206,-1.36042875563205,0.815057124319069,-1.62519196634899,0.0197333701149582,4.24090863704042e-12,1.65235948042381e-11,3.67651577713939e-14,2.19319085754272e-13
"PFDN4",-7.62331860184344,-7.18491751589465,-8.5950134639377,-1.30202781071717,0.90787145650485,-1.2603745412598,0.0970407959322111,2.1044566319487e-09,4.37274488186473e-09,6.32613256016705e-09,1.16932526087714e-08
"PFDN5",-3.34045081087562,-3.10322949501073,-3.93520969138705,-0.794223816087582,0.802003582797288,-0.91127158753267,0.166622237625806,1.42049338802111e-06,2.23038831128549e-06,4.09341342660621e-06,6.13952585217125e-06
"PFDN6",-6.38343225204882,-5.97614623592828,-7.39509019258334,-1.28696467618456,0.80090365508979,-1.47133409262975,0.0386563766862833,2.16983781634699e-10,5.36845798478008e-10,1.57533683825552e-12,5.21651942168289e-12
"PFKFB1",-13.2383276688482,-11.2858983420179,-14.3516490941257,-3.05305142894616,1.78664099076394,-1.55482338566164,0.0650666772587022,5.55969401216872e-11,1.27993239407159e-10,3.71325365032602e-10,7.33352875416282e-10
"PFKFB2",-5.2979941192574,-4.05799287030252,-8.4273748411217,-4.19848796822015,1.25795916542192,-3.28824578315749,0.00746477451551606,1.13557740542843e-19,1.81343111907846e-17,6.08669130246075e-16,1.0903237005006e-14
"PFKFB3",-3.7431054091433,-2.93274773810735,-4.23214817577351,-1.87517255342673,2.07936605851118,-0.954212701498258,0.0984000067062663,6.72370461757419e-08,1.17480143075651e-07,5.69106772964711e-09,1.05970186813137e-08
"PFKFB4",-7.63601743078942,-8.51378686867667,-7.19445404625683,1.15244498824428,1.09521730147326,0.917832376358143,0.179418824871694,2.78683472267183e-06,0.000637132954541314,7.42656647455409e-06,0.00139693369871287
"PFKL",-2.67274950661108,-2.28188978103142,-3.64772089204639,-1.33072007963629,0.940884351799412,-1.38008262321614,0.0560000124428192,2.89728617479849e-10,7.01251849581466e-10,2.55429821509431e-11,6.55109102828235e-11
"PFKM",-4.16100279425417,-3.50617062155793,-5.95230412373485,-2.53035476281006,1.13085142556721,-2.25023525653709,0.00319937750947337,2.56548996929482e-15,3.74733880453587e-14,1.01670338159574e-16,4.15513302341846e-15
"PFKP",-3.3072936893787,-3.74201046504796,-3.22474308970254,0.586997516510385,1.14429816530937,0.467538474411688,0.309517463329851,0.00934920057119734,0.468417225499687,0.00866850162857473,0.421943765889933
"PFN1",-2.68575468460437,-2.27948523100084,-3.20255994488194,-0.895082885178762,0.78884910904095,-1.05289613279807,0.10423887591066,5.30433835707125e-08,9.36236859854786e-08,1.01169968267448e-08,1.8417363811696e-08
"PFN1P2",-12.7095748311743,-12.7829513909415,-12.5918278292095,0.081653532296122,1.737174280577,0.0403603439456468,0.481333333444105,0.857471933708971,0.899051655515875,0.788672432951794,0.983442399570651
"PFN2",-3.72298112465273,-3.00272218217163,-6.32266725467733,-3.18613566185397,1.18292730600086,-2.65590908639327,0.00266694359501854,2.47036775082271e-16,5.89784633484599e-15,9.97086350280856e-17,4.12943374459704e-15
"PFN4",-11.9363535352939,-11.2851139002038,-12.8376303354514,-1.65739953513489,1.2306484152212,-1.30134159309536,0.0661333437408459,2.99677360823379e-10,6.59208092185258e-10,4.9446304902308e-10,9.61423334605669e-10
"PGA3",-15.0484403719716,-14.6888883530374,-15.3224773510144,-0.846092210872524,4.12491451302694,-0.168748850898459,0.408957611861366,0.200299891980192,0.227552238543399,0.24844641172587,0.280388595246175
"PGA4",-14.936589372521,-14.6552398396269,-15.0871840838768,-0.478562162018644,3.76420482826011,-0.108336676073496,0.451200000291966,0.709525368751865,0.755367519136084,0.554032164520982,0.605846933023769
"PGA5",-13.0824423891098,-12.7948306015196,-13.5852706972523,-0.838353199891772,2.90569559924978,-0.273161775751699,0.376266667447734,0.096492984272061,0.112734967909997,0.117055383753414,0.135156548797729
"PGAM1",-5.01151321370497,-4.77016463227526,-5.41113873058163,-0.810003904519574,0.826914291320931,-0.938476304242171,0.0930666738091597,7.61575619737641e-07,1.22057067666094e-06,4.48082377838008e-09,8.40633918873646e-09
"PGAM2",-8.69161913981718,-7.58845859891984,-10.0603561252771,-2.39207376898434,1.84299850029534,-1.24657545733353,0.092533340522181,5.08532639311536e-10,1.16842570889583e-09,1.9647630112534e-09,3.81684754455308e-09
"PGAM4",-9.18666584555985,-8.89300668486452,-9.81923093848797,-0.931067011660303,1.11744608983824,-0.788018453269777,0.165066670267005,6.7763698575775e-06,1.01357181346381e-05,3.99939832411944e-06,5.92939750693201e-06
"PGAM5",-6.17952046580006,-5.30344723094789,-7.45027924482171,-2.07068665182576,0.73463998193065,-2.62938310831394,0.0202667024600704,5.94837043668786e-18,3.3426240683773e-16,2.90846164970663e-14,1.81052719457382e-13
"PGAP1",-6.74607497413715,-5.77169697503963,-8.34289421248979,-2.50920903278589,1.30621123679336,-1.84220245910897,0.0104000704747549,2.89763853292514e-14,2.59026349172835e-13,2.17809928037268e-15,2.57463848449375e-14
"PGAP2",-6.63474271854375,-6.24093790715776,-7.73474592081429,-1.43724721102798,0.813010947492132,-1.58521098397685,0.0290666913878694,2.14090416777126e-11,6.74638326440131e-11,2.46969359833073e-13,1.04957861774891e-12
"PGAP3",-5.24418047691889,-4.84777924221049,-6.74987705324652,-1.96334925935612,0.982139431624448,-1.71581008601136,0.01680004333789,3.68583471958532e-12,1.47277261057614e-11,1.53955814657952e-14,1.09468177495997e-13
"PGBD1",-8.4412583126512,-7.89448783904711,-9.62530470404144,-1.58767697300266,1.16550267979199,-1.24144668831205,0.0797120852627996,7.03509366677804e-09,1.36161972565002e-08,1.11517036805875e-09,2.21504676481887e-09
"PGBD2",-8.64070829759714,-8.1080466451296,-9.60301470141727,-1.3317013653915,1.11793166160586,-1.11230660874529,0.112800005731929,1.74527128284196e-08,3.21230062411298e-08,3.16008730679382e-08,5.46923957616275e-08
"PGBD3",-9.49917096549803,-8.70325114257304,-10.6191072293898,-1.82403175163994,0.918918501178169,-1.86015882047441,0.0232000311699863,3.46918349167729e-14,2.80175189121189e-13,6.0813202945766e-14,3.22448874753108e-13
