"","median.effect","median.effect.l","median.effect.u","ctt.pval","cwt.pval","gtt.pval","ctt.pval.BH.adj","cwt.pval.BH.adj","gtt.pval.BH.adj"
"1/2-SBSRNA4",-1.79797097256954,-1.79797097256954,0.702029027430464,1,1,0.995750766642612,1,1,1
"A1BG",-0.512833539559655,-0.512833539559655,1.98716646044034,1,1,0.95320504343174,1,1,1
"A1BG-AS1",-0.731792242209193,-0.731792242209193,1.76820775779081,1,1,0.997692065733243,1,1,1
"A1CF",-1.40871262122272,-1.40871262122272,1.09128737877728,1,1,0.952057462481435,1,1,1
"A2LD1",-3.84362610267187,-3.84362610267187,-1.34362610267187,8.67564971198717e-05,0.000211052229908466,4.33782485599449e-05,0.00236798865065731,0.00505880785094511,0.00118399510182742
"A2M",-1.38743743223067,-1.38743743223067,1.11256256776933,1,1,0.999958553951778,1,1,1
"A2ML1",-1.65694817442609,-1.65694817442609,0.843051825573914,1,1,0.942344752072288,1,1,1
"A2MP1",-0.333865006075955,-0.333865006075955,2.16613499392404,0.99726920310277,0.998806358869195,0.794963314991973,1,1,1
"A4GALT",-0.88102064102823,-0.88102064102823,1.61897935897177,1,1,0.999986304961657,1,1,1
"A4GNT",-0.649189067032963,-0.649189067032963,1.85081093296704,1,1,0.887191026798732,1,1,1
"AAA1",-6.57663452747137,-6.57663452747137,-4.07663452747137,2.70515573161102e-06,1.69569673020664e-06,1.35261239235496e-06,0.000100093617388378,6.58911565160997e-05,5.00477974576989e-05
"AAAS",-1.2939989050621,-1.2939989050621,1.2060010949379,1,1,0.999999999999998,1,1,1
"AACS",-2.27858257279666,-2.27858257279666,0.221417427203345,1,1,0.919650388058649,1,1,1
"AACSP1",-0.448039168818385,-0.448039168818385,2.05196083118162,1,1,0.857866612124539,1,1,1
"AADAT",-2.29311663008844,-2.29311663008844,0.206883369911562,1,1,0.870731502611522,1,1,1
"AAGAB",-2.57703050609103,-2.57703050609103,-0.0770305060910337,0.687063802339895,0.884066925706957,0.343531901169947,1,1,1
"AAK1",-2.30132921462838,-2.30132921462838,0.198670785371619,1,1,0.833598239584687,1,1,1
"AAMP",-1.69214458760006,-1.69214458760006,0.80785541239994,1,1,0.999999811969254,1,1,1
"AANAT",0.428639890570465,0.428639890570465,2.92863989057046,0.314896931052883,0.548099848679044,0.157585677777955,0.99861413629985,0.999141043767682,0.991860067885355
"AARS",-1.83135894505878,-1.83135894505878,0.668641054941215,1,1,0.999961582978891,1,1,1
"AARS2",-1.35442584630148,-1.35442584630148,1.14557415369852,1,1,0.999999995674576,1,1,1
"AARSD1",-1.24715807444624,-1.24715807444624,1.25284192555376,1,1,0.999999999999967,1,1,1
"AASDH",-2.22522962507876,-2.22522962507876,0.27477037492124,1,1,0.903769109684927,1,1,1
"AASDHPPT",-1.77757883662075,-1.77757883662075,0.722421163379253,1,1,0.999580815261596,1,1,1
"AASS",-2.47030104121132,-2.47030104121132,0.029698958788682,1,0.905620803036374,0.548448878996569,1,1,1
"AATF",-1.13588401494156,-1.13588401494156,1.36411598505844,1,1,0.999999999990977,1,1,1
"AATK",-0.231513657696932,-0.231513657696932,2.26848634230307,1,1,0.821465598959159,1,1,1
"ABAT",-4.28382092477976,-4.28382092477976,-1.78382092477976,0.000125247659171766,0.000290041030723441,6.26238296106719e-05,0.00330038382024751,0.00675702006598627,0.00165019218977764
"ABCA1",-0.301800660019785,-0.301800660019785,2.19819933998021,1,1,0.871097337176326,1,1,1
"ABCA10",-1.48953339602175,-1.48953339602175,1.01046660397825,1,1,0.997459826155564,1,1,1
"ABCA11P",-2.10278717163449,-2.10278717163449,0.397212828365512,1,1,0.966904847685079,1,1,1
"ABCA12",0.406867390484434,0.406867390484434,2.90686739048443,0.348829232519927,0.142922241094192,0.174414620744644,1,1,1
"ABCA13",-5.02942566707187,-5.02942566707187,-2.52942566707187,5.23677589682675e-05,3.15766950709312e-05,2.61838824885158e-05,0.00148734395824532,0.000905636660820377,0.000743672130119516
"ABCA17P",-0.0425507697719656,-0.0425507697719656,2.45744923022803,0.968142515351313,0.998527812806464,0.562234225171423,1,1,1
"ABCA2",-1.64925366742784,-1.64925366742784,0.850746332572159,1,1,0.999885815156515,1,1,1
"ABCA3",-1.10411184239499,-1.10411184239499,1.39588815760501,1,1,0.999995543426192,1,1,1
"ABCA4",-5.34106342838659,-5.34106342838659,-2.84106342838659,2.39968235505947e-06,1.14187399659785e-07,1.19984120516299e-06,9.88400307883359e-05,6.07314117532237e-06,4.94200679951066e-05
"ABCA5",-1.92650336962224,-1.92650336962224,0.573496630377756,1,1,0.994270558640198,1,1,1
"ABCA6",-2.80433095920553,-2.80433095920553,-0.304330959205527,0.414838717662315,0.203276948806207,0.207419358975614,1,1,1
"ABCA7",-1.51629767941352,-1.51629767941352,0.983702320586477,1,1,0.999956851251634,1,1,1
"ABCA8",-4.38474260181343,-4.38474260181343,-1.88474260181343,0.000285803415065456,0.000131443077346316,0.000142901708228987,0.00692882830382829,0.00332601705785353,0.00346441488329847
"ABCA9",-2.66547395099483,-2.66547395099483,-0.165473950994826,0.634404203565209,0.545810384825489,0.31720210187955,1,1,1
"ABCB1",-3.68601439407962,-3.68601439407962,-1.18601439407962,0.000223959269975412,2.64368494592057e-05,0.000111979634987711,0.00558724633188516,0.000796204900466943,0.00279362322528837
"ABCB10",-1.57907424117042,-1.57907424117042,0.920925758829578,1,1,0.999991413314382,1,1,1
"ABCB4",-0.184778981536645,-0.184778981536645,2.31522101846335,1,1,0.687723671996384,1,1,1
"ABCB5",-1.42048971812092,-1.42048971812092,1.07951028187908,0.999991137022199,1,0.914501711016674,1,1,1
"ABCB6",-0.0688711318921222,-0.0688711318921222,2.43112886810788,1,1,0.654199978560669,1,1,1
"ABCB7",-1.49843543833405,-1.49843543833405,1.00156456166595,1,1,0.999994842417323,1,1,1
"ABCB8",-2.04837589496674,-2.04837589496674,0.451624105033262,1,1,0.9987780885519,1,1,1
"ABCB9",-1.72986831621947,-1.72986831621947,0.770131683780526,1,1,0.999997358411328,1,1,1
"ABCC1",-0.895920368395294,-0.895920368395294,1.60407963160471,1,1,0.999994940889148,1,1,1
"ABCC10",-1.47043686274308,-1.47043686274308,1.02956313725692,1,1,0.999999903339844,1,1,1
"ABCC11",-2.1000638950743,-2.1000638950743,0.399936104925696,1,0.999649484600592,0.857097903416861,1,1,1
"ABCC2",-0.557015051685154,-0.557015051685154,1.94298494831485,1,1,0.817651720604801,1,1,1
"ABCC3",0.988964829872595,0.988964829872595,3.48896482987259,0.000685470685393226,0.000127623614031992,0.000342735342696612,0.0614204345136487,0.0152240404661754,0.0307102689178181
"ABCC4",-2.07841858398568,-2.07841858398568,0.421581416014319,1,1,0.915631812332967,1,1,1
"ABCC5",-2.26677606505964,-2.26677606505964,0.23322393494036,1,1,0.873799598530838,1,1,1
"ABCC6",-1.98043162172391,-1.98043162172391,0.519568378276094,1,1,0.867400659993493,1,1,1
"ABCC6P1",-1.51856353941606,-1.51856353941606,0.981436460583936,1,1,0.980770240318952,1,1,1
"ABCC6P2",-1.91771326594572,-1.91771326594572,0.582286734054277,1,1,0.915422197671336,1,1,1
"ABCC8",-2.6660577094052,-2.6660577094052,-0.166057709405204,0.727430147466806,0.806986414454282,0.373712422018238,1,1,1
"ABCC9",-1.69222210219791,-1.69222210219791,0.807777897802088,1,1,0.993376049202559,1,1,1
"ABCD1",-0.550498218088862,-0.550498218088862,1.94950178191114,1,1,0.999761028764453,1,1,1
"ABCD2",-0.774343522245705,-0.774343522245705,1.72565647775429,1,1,0.956966488758602,1,1,1
"ABCD3",-2.62071205497935,-2.62071205497935,-0.120712054979351,0.591458787629299,0.796621412236886,0.295729393814649,1,1,1
"ABCD4",-1.58595537326009,-1.58595537326009,0.914044626739907,1,1,0.999998944686753,1,1,1
"ABCE1",-1.42409265464863,-1.42409265464863,1.07590734535137,1,1,0.999999739965111,1,1,1
"ABCF1",-2.09856235549426,-2.09856235549426,0.401437644505743,1,1,0.982551023203081,1,1,1
"ABCF2",-1.80408389243714,-1.80408389243714,0.69591610756286,1,1,0.999988563356256,1,1,1
"ABCF3",-1.72419414435566,-1.72419414435566,0.775805855644336,1,1,0.999999844603412,1,1,1
"ABCG1",-0.493889075634216,-0.493889075634216,2.00611092436578,1,1,0.969922428126673,1,1,1
"ABCG2",-1.1352172866039,-1.1352172866039,1.3647827133961,1,1,0.999593347720612,1,1,1
"ABCG4",-1.56388621463847,-1.56388621463847,0.936113785361528,1,1,0.998769535053893,1,1,1
"ABCG5",-2.54653241305791,-2.54653241305791,-0.0465324130579114,0.863124570414627,0.70448204618882,0.456353061518434,1,1,1
"ABCG8",-4.07308333124391,-4.07308333124391,-1.57308333124391,0.0879972913358407,0.0421072037020079,0.044020388432517,0.719969866491522,0.494777657103161,0.450469625888919
"ABHD1",-1.28408873782281,-1.28408873782281,1.21591126217719,1,1,0.999985600205672,1,1,1
"ABHD10",-2.32546592527022,-2.32546592527022,0.17453407472978,1,1,0.817472692808491,1,1,1
"ABHD11",-1.68151356174799,-1.68151356174799,0.818486438252013,1,1,0.999978851153948,1,1,1
"ABHD11-AS1",0.954044636041688,0.954044636041688,3.45404463604169,0.0146847116339518,0.0109288781083302,0.00734235581843815,0.607754242853712,0.48829860418408,0.315312134439944
"ABHD12",-1.45656444839575,-1.45656444839575,1.04343555160425,1,1,0.999999999953965,1,1,1
"ABHD12B",-1.43141214895427,-1.43141214895427,1.06858785104573,1,1,0.998154604446403,1,1,1
"ABHD13",-2.03804262346962,-2.03804262346962,0.461957376530378,1,1,0.979660693514609,1,1,1
"ABHD14A",-2.42852071401286,-2.42852071401286,0.0714792859871354,1,1,0.654868404306393,1,1,1
"ABHD14B",-2.45219078851341,-2.45219078851341,0.0478092114865909,1,1,0.628170002319698,1,1,1
"ABHD15",-1.62361281119144,-1.62361281119144,0.876387188808562,1,1,0.999999736327773,1,1,1
"ABHD16A",-1.84511274863329,-1.84511274863329,0.654887251366709,1,1,0.999915462759108,1,1,1
"ABHD16B",-1.14233411391995,-1.14233411391995,1.35766588608005,1,1,0.999999704812741,1,1,1
"ABHD2",-2.29844056941058,-2.29844056941058,0.20155943058942,1,1,0.785428910145774,1,1,1
"ABHD3",-2.41943078152337,-2.41943078152337,0.0805692184766347,1,1,0.662938187049692,1,1,1
"ABHD4",-2.25157980750216,-2.25157980750216,0.24842019249784,1,1,0.912685487471846,1,1,1
"ABHD5",-2.50325335278443,-2.50325335278443,-0.00325335278443317,0.97371700672539,1,0.49327962190474,1,1,1
"ABHD6",-1.64064366623434,-1.64064366623434,0.859356333765664,1,1,0.99906554852595,1,1,1
"ABHD8",-1.71851364774765,-1.71851364774765,0.781486352252352,1,1,0.999998516615493,1,1,1
"ABI1",-1.77512579856932,-1.77512579856932,0.724874201430681,1,1,0.999827276457231,1,1,1
"ABI2",-2.1227817124447,-2.1227817124447,0.3772182875553,1,1,0.948839018132054,1,1,1
"ABI3",-0.399721267642124,-0.399721267642124,2.10027873235788,1,1,0.968948615385932,1,1,1
"ABI3BP",-1.3224244548235,-1.3224244548235,1.1775755451765,1,1,0.999610154025663,1,1,1
"ABL1",-1.62342610978618,-1.62342610978618,0.876573890213817,1,1,0.999979886042786,1,1,1
"ABL2",-0.93586805530141,-0.93586805530141,1.56413194469859,1,1,0.999992177241976,1,1,1
"ABLIM1",-2.5511922721874,-2.5511922721874,-0.0511922721874027,0.828127247121427,1,0.414063623560714,1,1,1
"ABLIM2",-1.85312780702177,-1.85312780702177,0.646872192978226,1,1,0.984131308292641,1,1,1
"ABLIM3",0.754042569134085,0.754042569134085,3.25404256913408,0.0552226653424588,0.199799664147935,0.0276113326767689,1,1,0.887975592181632
"ABO",-3.55215863227534,-3.55215863227534,-1.05215863227534,0.0288153976287236,0.0439083691790909,0.014407698984737,0.384833490326181,0.55447905551655,0.192418396835593
"ABP1",-2.84104504259203,-2.84104504259203,-0.341045042592031,0.489870209326659,1,0.244935266813306,1,1,1
"ABR",-1.34253852131319,-1.34253852131319,1.15746147868681,1,1,0.999999867167536,1,1,1
"ABRA",-1.45976280724418,-1.45976280724418,1.04023719275582,1,1,0.958069430796034,1,1,1
"ABT1",-1.18294618673597,-1.18294618673597,1.31705381326403,1,1,0.999999999871637,1,1,1
"ABTB1",-1.26099864422371,-1.26099864422371,1.23900135577629,1,1,0.999999998518803,1,1,1
"ABTB2",-3.87590006998041,-3.87590006998041,-1.37590006998041,1.84519561408914e-05,5.59789116970713e-05,9.22597807044596e-06,0.00059868896916332,0.0015566486777049,0.000299344542541722
"ACAA1",-2.90940436993486,-2.90940436993486,-0.409404369934856,0.057127734292514,0.0453085098550065,0.028563867146257,0.689317783397813,0.569729911034115,0.344659246651864
"ACAA2",-2.20636102371307,-2.20636102371307,0.293638976286928,1,1,0.847873009085281,1,1,1
"ACACA",-2.31957866716175,-2.31957866716175,0.180421332838251,1,1,0.811081848400569,1,1,1
"ACACB",-2.47708929165656,-2.47708929165656,0.0229107083434448,0.999956867750231,1,0.537613715998874,1,1,1
"ACAD10",-2.36545921701326,-2.36545921701326,0.134540782986739,1,1,0.732090873930912,1,1,1
"ACAD11",-0.866725934330164,-0.866725934330164,1.63327406566984,1,1,0.990262819889213,1,1,1
"ACAD8",-2.80729367664496,-2.80729367664496,-0.30729367664496,0.137029464503854,0.245832800826817,0.0685147322519272,1,1,0.711348957263104
"ACAD9",-1.51738640988781,-1.51738640988781,0.982613590112192,1,1,0.999999991147231,1,1,1
"ACADL",-1.69012823475155,-1.69012823475155,0.809871765248446,1,1,0.951529986091571,1,1,1
"ACADM",-3.14871740988741,-3.14871740988741,-0.648717409887405,0.028952612031301,0.139763109747952,0.0144763060156511,0.386618963055232,1,0.193309858085634
"ACADS",-1.65902089332804,-1.65902089332804,0.840979106671956,1,1,0.999987086094,1,1,1
"ACADSB",-3.62142686327107,-3.62142686327107,-1.12142686327107,0.000250071744715942,0.00132173462846482,0.000125035872357972,0.00616779499024789,0.0261249289516655,0.00308390830799587
"ACADVL",-1.2906545569746,-1.2906545569746,1.2093454430254,1,1,0.999999999998175,1,1,1
"ACAN",1.23864302418044,1.23864302418044,3.73864302418044,0.00238532394822559,0.00219702224261462,0.00119266197418473,0.168408271731657,0.144763704008656,0.084204147619978
"ACAP1",0.141079760407046,0.141079760407046,2.64107976040705,0.588015661462412,0.900414460708194,0.294007830731215,1,1,1
"ACAP2",-1.5421178985761,-1.5421178985761,0.9578821014239,1,1,0.999874001645773,1,1,1
"ACAP3",-0.945631509463714,-0.945631509463714,1.55436849053629,1,1,0.999982871612046,1,1,1
"ACAT1",-3.29397005718897,-3.29397005718897,-0.79397005718897,0.0101200236403826,0.0140771006393255,0.00506001182019167,0.156276525750997,0.207152112686214,0.078138271380271
"ACAT2",-2.15148430627102,-2.15148430627102,0.348515693728977,1,1,0.978397468916549,1,1,1
"ACBD3",-1.72378269548207,-1.72378269548207,0.776217304517925,1,1,0.99974854091023,1,1,1
"ACBD4",-1.23706639437274,-1.23706639437274,1.26293360562726,1,1,0.999999968027947,1,1,1
"ACBD5",-2.61623073228167,-2.61623073228167,-0.116230732281673,0.5867084799706,0.976982392025021,0.2933542399853,1,1,1
"ACBD6",-1.21630327834543,-1.21630327834543,1.28369672165457,1,1,0.999999999988954,1,1,1
"ACBD7",-3.15582243583795,-3.15582243583795,-0.655822435837955,0.0198530772894626,0.00599714082059178,0.00992653864473132,0.27408658984602,0.094685814055578,0.137043299598691
"ACCN1",-4.52492306510196,-4.52492306510196,-2.02492306510196,3.01113833731841e-06,1.10544854587365e-06,1.50556916889616e-06,0.000116613037007516,4.52029963599381e-05,5.83066011440544e-05
"ACCN2",-2.70896575675461,-2.70896575675461,-0.208965756754607,0.515454427707202,0.548958384487671,0.257727213858629,1,1,1
"ACCN3",-0.324189709952893,-0.324189709952893,2.17581029004711,1,1,0.822063922606583,1,1,1
"ACCN4",0.386026669777758,0.386026669777758,2.88602666977776,0.520237692553837,0.792509835367261,0.268847837265747,1,1,0.99945570773998
"ACCS",-0.710307903475779,-0.710307903475779,1.78969209652422,1,1,0.998871428518972,1,1,1
"ACD",-0.864193194203191,-0.864193194203191,1.63580680579681,1,1,0.999999975800374,1,1,1
"ACE",-0.128839330285833,-0.128839330285833,2.37116066971417,1,1,0.639749082643011,1,1,1
"ACE2",-1.3504158097508,-1.3504158097508,1.1495841902492,1,1,0.978562536822052,1,1,1
"ACER1",-1.46818813773431,-1.46818813773431,1.03181186226569,0.997192494774415,1,0.874974752832498,1,1,1
"ACER2",-1.81198371402566,-1.81198371402566,0.688016285974339,1,1,0.966281116169279,1,1,1
"ACER3",-1.61416578320323,-1.61416578320323,0.885834216796775,1,1,0.999983097990837,1,1,1
"ACHE",-0.534365927358543,-0.534365927358543,1.96563407264146,1,1,0.961687667661065,1,1,1
"ACIN1",-1.45552859811247,-1.45552859811247,1.04447140188753,1,1,0.999999930646507,1,1,1
"ACLY",-0.354023814321462,-0.354023814321462,2.14597618567854,1,1,0.933350332390954,1,1,1
"ACMSD",-1.5351431335378,-1.5351431335378,0.964856866462198,1,1,0.946950169044011,1,1,1
"ACN9",-2.5192296805733,-2.5192296805733,-0.0192296805733005,0.904311195199929,0.705950134417925,0.454742818178663,1,1,1
"ACO1",-2.8401327296336,-2.8401327296336,-0.3401327296336,0.179529547698789,0.2087117009683,0.0897647738493946,1,1,0.881155922467968
"ACO2",-2.18446280104947,-2.18446280104947,0.315537198950531,1,1,0.90756494175312,1,1,1
"ACOT1",-2.8491842265139,-2.8491842265139,-0.3491842265139,0.274930300579599,0.184705430446319,0.137465150290424,1,1,0.999901035149235
"ACOT11",-3.94453053114663,-3.94453053114663,-1.44453053114663,2.83955753158572e-06,2.48128987678574e-06,1.41977876579287e-06,0.000114867592797815,9.61205681402644e-05,5.74338446438535e-05
"ACOT12",-7.65225833225381,-7.65225833225381,-5.15225833225381,1.9767576944059e-09,3.69407572596363e-13,9.88440134271475e-10,1.12546115838961e-07,2.11271067768931e-10,5.62761992409867e-08
"ACOT13",-2.06939353164052,-2.06939353164052,0.430606468359481,1,1,0.988293462854261,1,1,1
"ACOT2",-2.75492734251742,-2.75492734251742,-0.25492734251742,0.322487868635715,0.13626581434166,0.161243934317858,1,1,1
"ACOT4",-1.87785085676279,-1.87785085676279,0.622149143237208,1,1,0.991722372419237,1,1,1
"ACOT6",-2.0883246362991,-2.0883246362991,0.411675363700898,1,1,0.925280078243294,1,1,1
"ACOT7",-1.33675568698728,-1.33675568698728,1.16324431301272,1,1,0.99991844771969,1,1,1
"ACOT8",-1.90538361963529,-1.90538361963529,0.594616380364711,1,1,0.999981388101385,1,1,1
"ACOT9",-1.50183006635039,-1.50183006635039,0.998169933649608,1,1,0.999999904111708,1,1,1
"ACOX1",-2.46847980366412,-2.46847980366412,0.0315201963358769,1,1,0.564311333943444,1,1,1
"ACOX2",-3.041380710588,-3.041380710588,-0.541380710587997,0.186020854160797,0.104786889001976,0.0930104272754914,1,0.998383285986902,0.904663262663612
"ACOX3",-1.58257567256662,-1.58257567256662,0.917424327433376,1,1,0.999999980917747,1,1,1
"ACOXL",-1.96098105882081,-1.96098105882081,0.539018941179188,0.999101045105577,1,0.859816373084815,1,1,1
"ACP1",-1.64361200246948,-1.64361200246948,0.856387997530515,1,1,0.999998962599,1,1,1
"ACP2",-1.63274094568158,-1.63274094568158,0.867259054318416,1,1,0.999999998799207,1,1,1
"ACP5",-1.25069886043367,-1.25069886043367,1.24930113956633,1,1,0.999434409728783,1,1,1
"ACP6",-2.28187217072118,-2.28187217072118,0.218127829278818,1,1,0.899415710437795,1,1,1
"ACPL2",-1.51348257063733,-1.51348257063733,0.986517429362673,1,1,0.999832461050045,1,1,1
"ACPP",-7.24250046236772,-7.24250046236772,-4.74250046236772,1.24801402173553e-17,1.28112067023976e-14,6.24007013709777e-18,1.25310834034996e-14,2.5760123687684e-11,6.26559181421287e-15
"ACPT",-0.652819958288498,-0.652819958288498,1.8471800417115,1,1,0.936635262642489,1,1,1
"ACR",-0.585271380334318,-0.585271380334318,1.91472861966568,1,1,0.933262151883556,1,1,1
"ACRBP",-0.625254175184458,-0.625254175184458,1.87474582481554,1,1,0.994219468309657,1,1,1
"ACRC",-0.38202812129232,-0.38202812129232,2.11797187870768,1,1,0.909403730267104,1,1,1
"ACRV1",-0.0472641530130478,-0.0472641530130478,2.45273584698695,0.843780921128465,0.870965848567211,0.538124659639753,1,1,1
"ACSBG1",-1.50310205481708,-1.50310205481708,0.996897945182919,1,1,0.999622755367574,1,1,1
"ACSBG2",-2.91128833397594,-2.91128833397594,-0.411288333975943,0.278861719590733,0.193344005366269,0.139430859945384,0.999278507789894,0.996444696593594,0.932435626514731
"ACSF2",-4.19147925171488,-4.19147925171488,-1.69147925171488,8.84491802637361e-05,0.000402017720993914,4.42245901348754e-05,0.00241224177160165,0.0090367167370721,0.00120612183719464
"ACSF3",-1.79068549082047,-1.79068549082047,0.709314509179527,1,1,0.999990280553672,1,1,1
"ACSL1",-2.45170822638198,-2.45170822638198,0.0482917736180175,1,1,0.569485009443587,1,1,1
"ACSL3",-2.81857717348119,-2.81857717348119,-0.318577173481189,0.192392295004132,0.562942612259913,0.0961961475020658,1,1,0.928979603605631
"ACSL4",-3.01982876785822,-3.01982876785822,-0.519828767858223,0.0582001033845305,0.0603403720751695,0.0291000516922654,0.700357395207626,0.724515720323945,0.350180373920623
"ACSL5",-1.03145493751351,-1.03145493751351,1.46854506248649,1,1,0.999980488980153,1,1,1
"ACSL6",-4.10957853175559,-4.10957853175559,-1.60957853175559,0.00021721838702228,0.000192691749510624,0.000108609193524137,0.00540630824832166,0.00466274234558968,0.00270315421927499
"ACSM1",-1.9556836808864,-1.9556836808864,0.544316319113604,1,1,0.920959361543409,1,1,1
"ACSM2A",-1.94635652173056,-1.94635652173056,0.553643478269442,1,1,0.757200571748317,1,1,1
"ACSM2B",-1.88999956219261,-1.88999956219261,0.610000437807394,1,0.929951387164111,0.778955362505352,1,1,1
"ACSM3",-3.31572678147927,-3.31572678147927,-0.815726781479274,0.00299020334653678,0.00272862301073089,0.00149510167326839,0.0547966040073116,0.0494390278279849,0.0273983501975907
"ACSM4",0.215767781837792,0.215767781837792,2.71576778183779,0.699350975045644,0.717542073906093,0.380065358466672,1,1,1
"ACSM5",-0.286850408442615,-0.286850408442615,2.21314959155738,1,1,0.71936299790398,1,1,1
"ACSS1",-2.39265760906976,-2.39265760906976,0.107342390930244,1,1,0.676165779509133,1,1,1
"ACSS2",-2.40236219496861,-2.40236219496861,0.0976378050313942,1,1,0.696580255508906,1,1,1
"ACSS3",-2.67880894854973,-2.67880894854973,-0.178808948549727,0.602742627077854,1,0.301371313602671,1,1,1
"ACTA1",-1.33901847151495,-1.33901847151495,1.16098152848505,1,1,0.99996058266474,1,1,1
"ACTA2",-0.332322152249362,-0.332322152249362,2.16767784775064,1,1,0.884543680066543,1,1,1
"ACTB",-1.23480389783649,-1.23480389783649,1.26519610216351,1,1,0.999999999896221,1,1,1
"ACTBL2",-2.26430941192,-2.26430941192,0.235690588079998,0.944768131824486,0.992966323188941,0.625425766922411,1,1,1
"ACTC1",-0.875352982493431,-0.875352982493431,1.62464701750657,1,1,0.978882768377076,1,1,1
"ACTG1",-1.75619813936797,-1.75619813936797,0.743801860632028,1,1,0.999884368218253,1,1,1
"ACTG2",1.40370289490694,1.40370289490694,3.90370289490694,0.00564548652919129,0.00194925288622037,0.0028227432961181,0.320813828580465,0.131733242698241,0.160406927567005
"ACTL10",-1.51051794057863,-1.51051794057863,0.989482059421367,1,1,0.999514880024944,1,1,1
"ACTL6A",-1.73174078068977,-1.73174078068977,0.768259219310228,1,1,0.999957389192602,1,1,1
"ACTL7B",-1.36394407902919,-1.36394407902919,1.13605592097081,0.997506541845651,1,0.866299019645882,1,1,1
"ACTN1",-0.765862525590103,-0.765862525590103,1.7341374744099,1,1,0.999628220504902,1,1,1
"ACTN2",-1.63893792895472,-1.63893792895472,0.86106207104528,1,1,0.990460374419201,1,1,1
"ACTN3",-1.61836099773836,-1.61836099773836,0.881639002261636,1,1,0.99983801570743,1,1,1
"ACTN4",-1.88415550879199,-1.88415550879199,0.615844491208015,1,1,0.999309451612229,1,1,1
"ACTR10",-2.11972039624632,-2.11972039624632,0.380279603753678,1,1,0.965932460667489,1,1,1
"ACTR1A",-1.72665281412137,-1.72665281412137,0.773347185878629,1,1,0.999999799412402,1,1,1
"ACTR1B",-1.48051077829302,-1.48051077829302,1.01948922170698,1,1,0.999999985809023,1,1,1
"ACTR2",-1.58097557624317,-1.58097557624317,0.919024423756832,1,1,0.999916458661717,1,1,1
"ACTR3",-1.3633312558557,-1.3633312558557,1.1366687441443,1,1,0.999999692304619,1,1,1
"ACTR3B",-2.21148823132559,-2.21148823132559,0.288511768674415,1,1,0.964584626987346,1,1,1
"ACTR3C",-2.37859379157122,-2.37859379157122,0.121406208428779,1,1,0.725051015431993,1,1,1
"ACTR5",-1.16957243009892,-1.16957243009892,1.33042756990108,1,1,0.999999999956746,1,1,1
"ACTR6",-1.88010777324211,-1.88010777324211,0.619892226757889,1,1,0.998985428829471,1,1,1
"ACTR8",-2.35548351876168,-2.35548351876168,0.144516481238318,1,1,0.769428729671579,1,1,1
"ACVR1",-1.78659156595535,-1.78659156595535,0.713408434044647,1,1,0.999598182795671,1,1,1
"ACVR1B",-2.4006597934641,-2.4006597934641,0.0993402065359001,1,1,0.716661845504436,1,1,1
"ACVR1C",-1.96933914537209,-1.96933914537209,0.530660854627909,1,1,0.915896777943481,1,1,1
"ACVR2A",-2.22361982876088,-2.22361982876088,0.27638017123912,1,1,0.887749999247745,1,1,1
"ACVR2B",-1.99558200173133,-1.99558200173133,0.504417998268671,1,1,0.979225538746015,1,1,1
"ACVRL1",-0.964188800922685,-0.964188800922685,1.53581119907731,1,1,0.999943341666354,1,1,1
"ACY1",-3.54124922695235,-3.54124922695235,-1.04124922695235,0.0108694506516407,0.00789291147600804,0.00543472532676613,0.165735604399037,0.125061859190109,0.0828678054586759
"ACY3",-1.43132736351245,-1.43132736351245,1.06867263648755,1,1,0.983831963775407,1,1,1
"ACYP1",-1.15914878288571,-1.15914878288571,1.34085121711429,1,1,0.999999490492806,1,1,1
"ACYP2",-1.6821759479022,-1.6821759479022,0.8178240520978,1,1,0.999998464434428,1,1,1
"ADA",0.626656144874325,0.626656144874325,3.12665614487432,0.0106932617970714,0.00761682707925276,0.00534663089853568,0.510470038819456,0.383813354224377,0.255235228825875
"ADAD2",-3.54691110374679,-3.54691110374679,-1.04691110374679,0.0753126912495483,0.189820499500971,0.0376565461749838,0.704196832998046,0.93842902543999,0.410879596901448
"ADAL",-2.72375791704222,-2.72375791704222,-0.223757917042219,0.24532096252203,0.375675176216216,0.122660481261015,1,1,0.993306253836936
"ADAM1",-0.663654353614813,-0.663654353614813,1.83634564638519,1,1,0.996745739088639,1,1,1
"ADAM10",-1.86501740755678,-1.86501740755678,0.634982592443221,1,1,0.985291805495783,1,1,1
"ADAM11",-0.0605570437587746,-0.0605570437587746,2.43944295624123,0.96428206249789,0.93932604642655,0.581828970247473,1,1,1
"ADAM12",-0.0901793363674575,-0.0901793363674575,2.40982066363254,0.999933868321855,1,0.571439845148547,1,1,1
"ADAM15",-1.04666811146184,-1.04666811146184,1.45333188853816,1,1,0.999999990303767,1,1,1
"ADAM17",-1.39324608757667,-1.39324608757667,1.10675391242333,1,1,0.999998578380999,1,1,1
"ADAM19",0.0487357582283892,0.0487357582283892,2.54873575822839,0.867434402625064,0.995904959050753,0.433749627512997,1,1,1
"ADAM20",-1.95960654288012,-1.95960654288012,0.540393457119884,0.993683533384781,1,0.833917463144003,1,1,1
