"","median.effect","median.effect.l","median.effect.u","ctt.pval","cwt.pval","gtt.pval","ctt.pval.BH.adj","cwt.pval.BH.adj","gtt.pval.BH.adj"
"IFI16",-0.0485108419819769,-0.0485108419819769,2.45148915801802,1,0.890561403551362,0.587459575863252,1,1,1
"IFI27",-0.488522891075302,-0.488522891075302,2.0114771089247,1,1,0.955114873200028,1,1,1
"IFI27L1",-1.52332348771402,-1.52332348771402,0.976676512285983,1,1,0.999999577190722,1,1,1
"IFI27L2",-0.592472164185903,-0.592472164185903,1.9075278358141,1,1,0.99697763822511,1,1,1
"IFI30",-0.540298325580209,-0.540298325580209,1.95970167441979,1,1,0.991565104589824,1,1,1
"IFI35",-0.91173097833108,-0.91173097833108,1.58826902166892,1,1,0.999997825338982,1,1,1
"IFI44",-0.283703706925186,-0.283703706925186,2.21629629307481,1,1,0.857793501932782,1,1,1
"IFI44L",-0.414797904096376,-0.414797904096376,2.08520209590362,1,1,0.881626415964763,1,1,1
"IFI6",-1.10045122257755,-1.10045122257755,1.39954877742245,1,1,0.999800140800595,1,1,1
"IFIH1",-1.24632439945372,-1.24632439945372,1.25367560054628,1,1,0.999999789466056,1,1,1
"IFIT1",-1.96551556601877,-1.96551556601877,0.534484433981227,1,1,0.964797860243405,1,1,1
"IFIT1B",-1.1747867063286,-1.1747867063286,1.3252132936714,1,1,0.938419015780542,1,1,1
"IFIT2",-1.39009728241926,-1.39009728241926,1.10990271758074,1,1,0.999944740201199,1,1,1
"IFIT3",-1.37660962352704,-1.37660962352704,1.12339037647296,1,1,0.999922784936903,1,1,1
"IFIT5",-1.62632936171603,-1.62632936171603,0.87367063828397,1,1,0.999753444636785,1,1,1
"IFITM1",-0.702311282918189,-0.702311282918189,1.79768871708181,1,1,0.997413417548203,1,1,1
"IFITM10",-0.931481309510341,-0.931481309510341,1.56851869048966,1,1,0.999738980489301,1,1,1
"IFITM2",-0.953039667546732,-0.953039667546732,1.54696033245327,1,1,0.999995440900064,1,1,1
"IFITM3",-0.709780640405945,-0.709780640405945,1.79021935959406,1,1,0.999801042724057,1,1,1
"IFITM4P",0.222938824644149,0.222938824644149,2.72293882464415,0.510415477084155,0.650954080638461,0.259463049997604,0.998234982265515,0.999593610008257,0.997117491132758
"IFNAR1",-1.54227674535441,-1.54227674535441,0.957723254645585,1,1,0.999986631188821,1,1,1
"IFNAR2",-0.335692630566755,-0.335692630566755,2.16430736943324,1,1,0.960553705875644,1,1,1
"IFNE",-1.87688074199487,-1.87688074199487,0.623119258005128,0.997309612764353,1,0.810490157466482,1,1,1
"IFNG",2.15919780042238,2.15919780042238,4.65919780042238,0.0161995749327953,0.00939548016831034,0.00810796243238515,0.438183489639278,0.403955793950179,0.259470867665907
"IFNGR1",-0.976624823852251,-0.976624823852251,1.52337517614775,1,1,0.999998989201872,1,1,1
"IFNGR2",-0.484968983691545,-0.484968983691545,2.01503101630846,1,1,0.998784186009353,1,1,1
"IFRD1",-1.10035683230921,-1.10035683230921,1.39964316769079,1,1,0.999999530718882,1,1,1
"IFRD2",-1.67123376800637,-1.67123376800637,0.828766231993628,1,1,0.999999917474011,1,1,1
"IFT122",-1.51489488115883,-1.51489488115883,0.985105118841168,1,1,0.999999184600395,1,1,1
"IFT140",-1.68040924106906,-1.68040924106906,0.819590758930943,1,1,0.999991734752669,1,1,1
"IFT172",-1.49212229773446,-1.49212229773446,1.00787770226554,1,1,0.999999973878028,1,1,1
"IFT20",-1.66299353185078,-1.66299353185078,0.837006468149224,1,1,0.999999009218047,1,1,1
"IFT27",-1.7306639617638,-1.7306639617638,0.7693360382362,1,1,0.999999627667827,1,1,1
"IFT43",-1.44178436211481,-1.44178436211481,1.05821563788519,1,1,0.999999996162183,1,1,1
"IFT46",-1.75838714847414,-1.75838714847414,0.741612851525858,1,1,0.999996193803349,1,1,1
"IFT52",-1.5631782731791,-1.5631782731791,0.936821726820901,1,1,0.999998551226153,1,1,1
"IFT57",-1.78174010391533,-1.78174010391533,0.718259896084674,1,1,0.999925732088978,1,1,1
"IFT74",-2.40260499735261,-2.40260499735261,0.097395002647394,1,0.985535345494035,0.695452706016239,1,1,1
"IFT80",-1.8054353378984,-1.8054353378984,0.694564662101597,1,1,0.999391367908648,1,1,1
"IFT81",-1.71789325794446,-1.71789325794446,0.782106742055542,1,1,0.999891629619135,1,1,1
"IFT88",-2.03951710863629,-2.03951710863629,0.460482891363709,1,1,0.979553122046135,1,1,1
"IGBP1",-1.08178033720276,-1.08178033720276,1.41821966279724,1,1,0.999999991714926,1,1,1
"IGBP1P1",-1.04596694762023,-1.04596694762023,1.45403305237977,1,1,0.999999628408827,1,1,1
"IGDCC3",-3.84214521047923,-3.84214521047923,-1.34214521047923,0.00228770944684287,0.00236437665880383,0.0011438547243357,0.0413469562437103,0.0418090723327442,0.0206735099072227
"IGDCC4",-1.21385285281565,-1.21385285281565,1.28614714718435,1,1,0.996805168838647,1,1,1
"IGF1",-2.17405222883589,-2.17405222883589,0.325947771164108,1,1,0.80068466010565,1,1,1
"IGF1R",-1.94040257179098,-1.94040257179098,0.559597428209022,1,1,0.979686422888077,1,1,1
"IGF2",-3.90990197317153,-3.90990197317153,-1.40990197317153,0.038769346734986,0.00375412553351945,0.0193847799185159,0.493820066039033,0.0651965180242399,0.246911884233932
"IGF2-AS1",-3.2890666931029,-3.2890666931029,-0.7890666931029,0.361241416379695,0.236117323811226,0.181138574921307,0.973429226045699,0.918917572584931,0.875298745306601
"IGF2BP1",-2.02664914397135,-2.02664914397135,0.473350856028648,1,1,0.816038309771584,1,1,1
"IGF2BP2",-3.94629233672269,-3.94629233672269,-1.44629233672269,0.00063750375594179,0.000606911581452575,0.000318751877998343,0.014012451722989,0.0130338269726668,0.00700623268071097
"IGF2BP3",-0.260466951673697,-0.260466951673697,2.2395330483263,1,1,0.759629062466558,1,1,1
"IGF2R",-2.00427263351833,-2.00427263351833,0.495727366481669,1,1,0.978433780994357,1,1,1
"IGFALS",-3.87334556591782,-3.87334556591782,-1.37334556591782,0.00280091676595442,0.00297077355670812,0.00140045838462183,0.0507655503356092,0.0524165583660429,0.0253827758052055
"IGFBP1",-0.391541677747618,-0.391541677747618,2.10845832225238,1,1,0.715268220810136,1,1,1
"IGFBP2",-4.39871734989568,-4.39871734989568,-1.89871734989568,8.76675503146906e-07,3.7715969035562e-08,4.38337751574361e-07,4.09419707781206e-05,2.28765819117182e-06,2.0470991333276e-05
"IGFBP3",1.91778047279815,1.91778047279815,4.41778047279815,4.22628228631804e-09,1.62467293136806e-08,2.11314114118011e-09,1.94946549038503e-06,6.8502070022026e-06,9.74732745125022e-07
"IGFBP4",-0.867149880726162,-0.867149880726162,1.63285011927384,1,1,0.999991230100949,1,1,1
"IGFBP5",-3.39362341535528,-3.39362341535528,-0.893623415355278,0.0171806523138054,0.0169140682794684,0.00859032615710269,0.246992206140495,0.243149202647264,0.123497031248014
"IGFBP6",-1.38083879666859,-1.38083879666859,1.11916120333141,1,1,0.999836853562818,1,1,1
"IGFBP7",-1.89229595277597,-1.89229595277597,0.607704047224026,1,1,0.99508979448054,1,1,1
"IGFBPL1",-3.7973609049508,-3.7973609049508,-1.2973609049508,0.0249554479990156,0.0194841771199955,0.0124777739372928,0.317534738090994,0.24779948323534,0.161152707345372
"IGFLR1",-0.0444795887545535,-0.0444795887545535,2.45552041124545,0.999859682685035,0.999906349159465,0.565479687208968,1,1,1
"IGFN1",-0.797695937139292,-0.797695937139292,1.70230406286071,1,1,0.8637014916071,1,1,1
"IGHMBP2",-1.27606177589294,-1.27606177589294,1.22393822410706,1,1,0.999999999844688,1,1,1
"IGIP",-1.88946026649202,-1.88946026649202,0.610539733507983,1,1,0.995693588107238,1,1,1
"IGJ",-0.0125556694589264,-0.0125556694589264,2.48744433054107,0.996322314961626,1,0.507337379304856,1,1,1
"IGLL1",0.446872281773699,0.446872281773699,2.9468722817737,0.582941511225811,1,0.291729699604571,1,1,1
"IGLL3P",0.115378947928479,0.115378947928479,2.61537894792848,0.803968127789052,0.926473161979796,0.445106723838301,1,1,1
"IGLL5",0.713256983826419,0.713256983826419,3.21325698382642,0.385990721654304,0.986893049476034,0.193109790489672,1,1,1
"IGLON5",2.64748152874639,2.64748152874639,5.14748152874639,0.000242934488258894,0.000836233368739207,0.000121467617065505,0.0252599635529414,0.0614497489313673,0.0126300076371598
"IGSF1",-2.79958259755524,-2.79958259755524,-0.299582597555242,0.526796268468476,0.994742634800882,0.26339818655823,1,1,1
"IGSF10",-4.69593865744055,-4.69593865744055,-2.19593865744055,9.95564997309373e-07,4.4730632336488e-07,4.97782498841202e-07,4.31007895639545e-05,2.01150375284116e-05,2.15504083678367e-05
"IGSF11",-5.39195044633332,-5.39195044633332,-2.89195044633332,8.05166295275382e-06,3.96948322191606e-07,4.02592707305749e-06,0.000229917631484015,1.83012291658863e-05,0.000114961025897655
"IGSF21",0.112501175183,0.112501175183,2.612501175183,0.735974497755608,0.876646651365021,0.368177267743928,1,1,1
"IGSF22",-2.81059521545832,-2.81059521545832,-0.310595215458324,0.253189596682288,0.224450468632863,0.126594798341148,1,0.999485985749739,0.952688405460007
"IGSF23",-2.25988970445785,-2.25988970445785,0.240110295542151,0.989721999068885,0.859810818608189,0.662200922601463,1,1,1
"IGSF3",-3.02642669300146,-3.02642669300146,-0.52642669300146,0.132310667901677,0.237935889453694,0.0661553339524406,1,1,0.692399739197416
"IGSF5",-4.90620827264411,-4.90620827264411,-2.40620827264411,1.20708773329805e-05,6.20879581762939e-07,6.03547827245702e-06,0.000326752558423497,2.60145137758958e-05,0.000163377178867174
"IGSF6",0.852730588297704,0.852730588297704,3.3527305882977,0.0180928442778026,0.019923202587666,0.00904642213897794,0.750946644417081,0.789080858152923,0.377452357362308
"IGSF8",-1.81809733494132,-1.81809733494132,0.681902665058676,1,1,0.999880852821484,1,1,1
"IGSF9",-4.06406993691456,-4.06406993691456,-1.56406993691456,0.000591564209062554,0.00424155986793751,0.000295782104863555,0.0130060712221154,0.0718760334252766,0.0065030362148424
"IGSF9B",-1.65505231005407,-1.65505231005407,0.844947689945929,1,1,0.990787842838126,1,1,1
"IHH",-2.98037240721457,-2.98037240721457,-0.480372407214565,0.351625051984848,0.313961501419854,0.175813827103773,1,1,0.999928084405787
"IK",-1.16192282621122,-1.16192282621122,1.33807717378878,1,1,0.999999999993998,1,1,1
"IKBIP",0.25022311309487,0.25022311309487,2.75022311309487,0.133873215288856,0.115194392375414,0.0669366076444282,1,1,1
"IKBKAP",-2.12970472629338,-2.12970472629338,0.370295273706625,1,1,0.956006894365382,1,1,1
"IKBKB",-1.49019352243705,-1.49019352243705,1.00980647756295,1,1,0.999998737703026,1,1,1
"IKBKE",-0.974833757542074,-0.974833757542074,1.52516624245793,1,1,0.999992812767083,1,1,1
"IKBKG",-1.25078096646898,-1.25078096646898,1.24921903353102,1,1,0.99999999998689,1,1,1
"IKZF1",0.548525995525225,0.548525995525225,3.04852599552522,0.16782216142345,0.191724770173333,0.0839110807894461,1,1,1
"IKZF2",-1.58319275938578,-1.58319275938578,0.916807240614217,1,1,0.99887002909339,1,1,1
"IKZF3",0.0156579713808442,0.0156579713808442,2.51565797138084,0.930324072728179,0.941575667623038,0.481957262300866,1,1,1
"IKZF4",-1.70227180293611,-1.70227180293611,0.797728197063889,1,1,0.999935019749461,1,1,1
"IKZF5",-2.04985381031843,-2.04985381031843,0.450146189681567,1,1,0.97334157108717,1,1,1
"IL10",-0.439655842735037,-0.439655842735037,2.06034415726496,1,1,0.845229432103043,1,1,1
"IL10RA",0.746072609594773,0.746072609594773,3.24607260959477,0.0352718124855879,0.0423074185474524,0.0176359062429487,0.999878337102019,1,0.628684121264302
"IL10RB",-0.5981128681316,-0.5981128681316,1.9018871318684,1,1,0.999958785222609,1,1,1
"IL11",-5.84316335789168,-5.84316335789168,-3.34316335789168,7.77904035765907e-05,4.11766630381675e-06,3.88968832140593e-05,0.00207349381853914,0.000148011239961028,0.00103678320857478
"IL11RA",-1.88828988801456,-1.88828988801456,0.61171011198544,1,1,0.992462239002201,1,1,1
"IL12A",-1.36571835185117,-1.36571835185117,1.13428164814883,1,1,0.999380453160128,1,1,1
"IL12B",-2.04414984370527,-2.04414984370527,0.455850156294731,0.99538453118086,1,0.7802808254906,1,1,1
"IL12RB1",0.934749037231835,0.934749037231835,3.43474903723184,0.00841710208900838,0.01769104577636,0.00420855104451842,0.4272266718729,0.718326319978988,0.213613566049201
"IL12RB2",-0.300009544393344,-0.300009544393344,2.19999045560666,1,1,0.729384812089213,1,1,1
"IL13RA1",-1.45518117405959,-1.45518117405959,1.04481882594041,1,1,0.999998750094506,1,1,1
"IL13RA2",-3.11737916188149,-3.11737916188149,-0.617379161881494,0.166400650661173,0.0671936650927757,0.083200326401598,1,0.780726216139718,0.816971075080064
"IL15",-0.815375484395651,-0.815375484395651,1.68462451560435,1,1,0.999526636628462,1,1,1
"IL15RA",-0.214805244820607,-0.214805244820607,2.28519475517939,1,1,0.881300028389631,1,1,1
"IL16",0.326164318430737,0.326164318430737,2.82616431843074,0.279543290528877,0.321277069287479,0.139771645264561,1,1,1
"IL17B",-1.22448464440855,-1.22448464440855,1.27551535559145,1,1,0.997342186080094,1,1,1
"IL17C",-1.52397357515803,-1.52397357515803,0.976026424841966,0.996175836242674,1,0.877167489390499,1,1,1
"IL17D",-1.59728611454898,-1.59728611454898,0.902713885451019,1,1,0.999854457935504,1,1,1
"IL17RA",-0.875530414124267,-0.875530414124267,1.62446958587573,1,1,0.999994536739605,1,1,1
"IL17RB",-2.36969915553304,-2.36969915553304,0.130300844466963,1,1,0.624844177958949,1,1,1
"IL17RC",-1.81843082260108,-1.81843082260108,0.681569177398918,1,1,0.999994018645622,1,1,1
"IL17RD",-2.99685938823436,-2.99685938823436,-0.49685938823436,0.251505217179903,0.56450452937339,0.125752610159503,1,1,0.999889737252009
"IL17RE",-3.29130892383421,-3.29130892383421,-0.791308923834213,0.00592333141548384,0.00119033931120815,0.00296166570774194,0.0988612338405427,0.0236911377769242,0.0494306580060148
"IL17REL",0.130184714390973,0.130184714390973,2.63018471439097,0.740575194514659,0.793149500316178,0.416687112277982,1,1,1
"IL18",-0.977918593213489,-0.977918593213489,1.52208140678651,1,1,0.999894539219142,1,1,1
"IL18BP",-0.18465073387931,-0.18465073387931,2.31534926612069,1,1,0.806375542254533,1,1,1
"IL18R1",-0.752906000609813,-0.752906000609813,1.74709399939019,1,1,0.997924290984418,1,1,1
"IL18RAP",-0.0722674583235037,-0.0722674583235037,2.4277325416765,0.995387862508248,0.966883926925457,0.602176437950893,1,1,1
"IL19",-4.13968317912369,-4.13968317912369,-1.63968317912369,0.0231533275623661,0.00610434607459764,0.0115781548496758,0.229083073618735,0.0899998578264215,0.12890843129338
"IL1A",-1.60185457667579,-1.60185457667579,0.898145423324212,1,1,0.888214520155761,1,1,1
"IL1B",-1.37201809869853,-1.37201809869853,1.12798190130147,1,1,0.998498209005083,1,1,1
"IL1R1",-2.05945097754209,-2.05945097754209,0.440549022457908,1,1,0.970666192987929,1,1,1
"IL1R2",-1.53071719168477,-1.53071719168477,0.969282808315229,1,1,0.992628505811075,1,1,1
"IL1RAP",-0.944376091201176,-0.944376091201176,1.55562390879882,1,1,0.999297098846718,1,1,1
"IL1RAPL1",-1.74867135403266,-1.74867135403266,0.751328645967336,0.998842992932282,1,0.909222483694985,1,1,1
"IL1RAPL2",-4.21283565887453,-4.21283565887453,-1.71283565887453,0.00227836949667784,0.00241867140616896,0.0011391898739025,0.0408922227939146,0.0422369722052168,0.0204461840940213
"IL1RL1",-4.92526264359959,-4.92526264359959,-2.42526264359959,2.05708709722986e-05,3.77698178278769e-05,1.02854356250883e-05,0.000659018093977006,0.00109163243140539,0.000329509261499361
"IL1RL2",-1.76502217429408,-1.76502217429408,0.734977825705923,1,1,0.994090846212133,1,1,1
"IL1RN",-1.7050227935016,-1.7050227935016,0.794977206498403,1,1,0.986690431859823,1,1,1
"IL20RA",-4.90638737222084,-4.90638737222084,-2.40638737222084,0.000105699344040833,8.64656435510302e-05,5.28501300540079e-05,0.00258420156475323,0.00224539058528623,0.00129211016811901
"IL20RB",2.79873792741078,2.79873792741078,5.29873792741078,4.96448930536038e-07,5.14719625696479e-07,2.48224466333991e-07,0.000134028988956846,0.000131594518575355,6.70144954167268e-05
"IL21R",1.06685626796675,1.06685626796675,3.56685626796675,0.00398721396664914,0.010229603987228,0.00199360698333896,0.247308780503703,0.480273424130684,0.123654473713497
"IL22RA1",-0.680220333811348,-0.680220333811348,1.81977966618865,1,1,0.959235133406497,1,1,1
"IL23A",-1.16214101813146,-1.16214101813146,1.33785898186854,1,1,0.999997460018157,1,1,1
"IL23R",-0.964397777554056,-0.964397777554056,1.53560222244594,1,1,0.932657537019262,1,1,1
"IL24",-0.443319804109684,-0.443319804109684,2.05668019589032,1,0.999742719348531,0.823677376862081,1,1,1
"IL27",0.659238319774307,0.659238319774307,3.15923831977431,0.215880029248907,0.302653411258107,0.107940361937375,0.985314820785004,0.995889752025262,0.938733754852644
"IL27RA",-0.516237305518806,-0.516237305518806,1.98376269448119,1,1,0.994300861554945,1,1,1
"IL28RA",-2.25825644320545,-2.25825644320545,0.241743556794548,1,1,0.846736302160606,1,1,1
"IL2RA",0.405529412297506,0.405529412297506,2.90552941229751,0.386232880752992,0.568635403875079,0.193116464947034,1,1,1
"IL2RB",1.68239551726169,1.68239551726169,4.18239551726169,9.01321331999635e-06,2.40521287686115e-05,4.50660665999969e-06,0.00173946538363904,0.00386047855201106,0.000869732692294412
"IL2RG",0.182477124587531,0.182477124587531,2.68247712458753,0.578027121125544,0.638580190260755,0.289013560577879,1,1,1
"IL31RA",-0.0325980464357869,-0.0325980464357869,2.46740195356421,0.904186442619644,0.995175464072773,0.515865908955953,1,1,1
"IL32",0.585327433061173,0.585327433061173,3.08532743306117,0.130756028589588,0.337049648980352,0.0653780143174326,1,1,1
"IL33",-1.29012578167582,-1.29012578167582,1.20987421832418,1,1,0.999597276955759,1,1,1
"IL34",-0.842242596766099,-0.842242596766099,1.6577574032339,1,1,0.994413736904076,1,1,1
"IL3RA",-0.142361557826987,-0.142361557826987,2.35763844217301,1,1,0.756263566635595,1,1,1
"IL4I1",0.609208121773217,0.609208121773217,3.10920812177322,0.0612449204855211,0.0195197883438582,0.0306224602428037,1,0.785540452762542,0.933167979872787
"IL4R",-0.18311463032103,-0.18311463032103,2.31688536967897,1,1,0.836452712028667,1,1,1
"IL5RA",-3.4716337569349,-3.4716337569349,-0.9716337569349,0.0404333019806804,0.0995789474201872,0.0202166753087643,0.500967268976323,0.852119002685805,0.252644490011962
"IL6",-2.23332829462869,-2.23332829462869,0.266671705371314,1,1,0.684824535872516,1,1,1
"IL6R",-0.588323253481305,-0.588323253481305,1.9116767465187,1,1,0.95962560749562,1,1,1
"IL6ST",-1.86094343269465,-1.86094343269465,0.63905656730535,1,1,0.996755841049596,1,1,1
"IL7",-0.583799044699308,-0.583799044699308,1.91620095530069,1,1,0.98589483958456,1,1,1
"IL7R",-0.264776553732728,-0.264776553732728,2.23522344626727,1,1,0.673257349641809,1,1,1
"IL8",-2.17632720039879,-2.17632720039879,0.323672799601212,1,1,0.746656746325153,1,1,1
"IL9R",-0.760726986116904,-0.760726986116904,1.7392730138831,1,1,0.984109710854303,1,1,1
"ILDR1",-3.78140285485395,-3.78140285485395,-1.28140285485395,0.000210480623651012,1.74819855182451e-05,0.000105240311825598,0.00524830084406106,0.000550405438780419,0.00262415427993104
"ILDR2",-2.49187906432441,-2.49187906432441,0.00812093567558758,0.990065227029537,1,0.506935041028334,1,1,1
"ILF2",-1.88951009398502,-1.88951009398502,0.610489906014976,1,1,0.999877480612273,1,1,1
"ILF3",-1.39478794331513,-1.39478794331513,1.10521205668487,1,1,0.999999994767728,1,1,1
"ILK",-1.20778115051485,-1.20778115051485,1.29221884948515,1,1,0.999999999969885,1,1,1
"ILKAP",-1.48582437127535,-1.48582437127535,1.01417562872465,1,1,0.999999939044712,1,1,1
"ILVBL",-2.03167207055589,-2.03167207055589,0.468327929444106,1,1,0.994462399223901,1,1,1
"IMMP1L",-1.84162506224035,-1.84162506224035,0.658374937759646,1,1,0.999879504784033,1,1,1
"IMMP2L",-2.19557744418643,-2.19557744418643,0.304422555813569,1,1,0.919247854807557,1,1,1
"IMMT",-2.39228380486861,-2.39228380486861,0.107716195131387,1,1,0.719296628327712,1,1,1
"IMP3",-1.24114748404832,-1.24114748404832,1.25885251595168,1,1,0.999999999930186,1,1,1
"IMP4",-1.19233118566475,-1.19233118566475,1.30766881433525,1,1,0.999999999999801,1,1,1
"IMPA1",-1.74479534188709,-1.74479534188709,0.755204658112915,1,1,0.999972348359012,1,1,1
"IMPA2",-2.02573866147076,-2.02573866147076,0.474261338529245,1,1,0.928235265091507,1,1,1
"IMPACT",-2.17680018811505,-2.17680018811505,0.323199811884948,1,1,0.931451947120186,1,1,1
"IMPAD1",-1.90604300150922,-1.90604300150922,0.593956998490778,1,1,0.997560509894813,1,1,1
"IMPDH1",-0.740620457741248,-0.740620457741248,1.75937954225875,1,1,0.999986557616283,1,1,1
"IMPDH2",-1.56477338501677,-1.56477338501677,0.935226614983229,1,1,0.999999642273901,1,1,1
"IMPG1",-2.1126876077607,-2.1126876077607,0.387312392239301,1,1,0.860223264196706,1,1,1
"IMPG2",-2.47686912230245,-2.47686912230245,0.0231308776975494,0.961198165406456,0.996497233587743,0.52682411973672,1,1,1
"INA",-2.82480305043656,-2.82480305043656,-0.324803050436564,0.481097968790851,0.666072787210128,0.243834713216656,0.995126446777278,0.998415956250137,0.961124208016094
"INADL",-2.51118401044251,-2.51118401044251,-0.0111840104425101,0.969134307380124,1,0.484657099154868,1,1,1
"INCA1",-1.63901156458302,-1.63901156458302,0.860988435416982,1,1,0.999885014505244,1,1,1
"INCENP",-1.45158598929032,-1.45158598929032,1.04841401070968,1,1,0.999996688695992,1,1,1
"INE1",-0.877966129640472,-0.877966129640472,1.62203387035953,1,1,0.999074221551477,1,1,1
"INF2",-0.402492072993074,-0.402492072993074,2.09750792700693,1,1,0.972384522379623,1,1,1
"ING1",-1.83524643023878,-1.83524643023878,0.664753569761216,1,1,0.999572435799644,1,1,1
"ING2",-1.5651873407123,-1.5651873407123,0.934812659287696,1,1,0.999999931490175,1,1,1
"ING3",-1.45905473164791,-1.45905473164791,1.04094526835209,1,1,0.999990729861626,1,1,1
"ING4",-1.31188950005081,-1.31188950005081,1.18811049994919,1,1,0.999999999874499,1,1,1
"ING5",-1.96302078316216,-1.96302078316216,0.536979216837838,1,1,0.995277791376362,1,1,1
"INGX",-1.20153353726286,-1.20153353726286,1.29846646273714,0.995523398814527,0.998832772211618,0.87609682961804,1,1,1
"INHA",-1.498972432307,-1.498972432307,1.001027567693,1,1,0.95577750263977,1,1,1
"INHBA",-0.87965661702078,-0.87965661702078,1.62034338297922,1,1,0.988317313034784,1,1,1
"INHBB",2.41677460591975,2.41677460591975,4.91677460591975,2.21798768940293e-09,2.05348208618494e-08,1.10899384431207e-09,1.09004501037429e-06,8.24920892273135e-06,5.45022513497266e-07
"INHBC",-1.35476823693764,-1.35476823693764,1.14523176306236,1,1,0.999139890268963,1,1,1
"INHBE",0.590010071093147,0.590010071093147,3.09001007109315,0.226223511247637,0.730422506456076,0.113111771981479,1,1,1
"INMT",-2.55973453601139,-2.55973453601139,-0.0597345360113879,0.875369422749563,0.999976586048705,0.437684716235936,1,1,1
"INO80",-1.62734219257545,-1.62734219257545,0.872657807424553,1,1,0.999974296550628,1,1,1
"INO80B",-0.547076613569905,-0.547076613569905,1.9529233864301,1,1,0.996107691834892,1,1,1
"INO80C",-0.858433394594015,-0.858433394594015,1.64156660540598,1,1,0.99999537420674,1,1,1
"INO80D",-1.38036761540406,-1.38036761540406,1.11963238459594,1,1,0.999999664301349,1,1,1
"INO80E",-0.755155805040063,-0.755155805040063,1.74484419495994,1,1,0.999999822649071,1,1,1
"INPP1",-1.11240454722059,-1.11240454722059,1.38759545277941,1,1,0.999999997273889,1,1,1
"INPP4A",-1.485421037535,-1.485421037535,1.014578962465,1,1,0.999992755212911,1,1,1
"INPP4B",-1.43835687561236,-1.43835687561236,1.06164312438764,1,1,0.99988063723498,1,1,1
"INPP5A",-1.82067615270121,-1.82067615270121,0.679323847298788,1,1,0.999386654587623,1,1,1
"INPP5B",-1.26047309402519,-1.26047309402519,1.23952690597481,1,1,0.99999999486086,1,1,1
"INPP5D",0.159695781896859,0.159695781896859,2.65969578189686,0.485596180237999,0.528048696618023,0.242798090118999,1,1,1
"INPP5E",-1.3262097246259,-1.3262097246259,1.1737902753741,1,1,0.999999970612154,1,1,1
"INPP5F",-2.12580784926463,-2.12580784926463,0.374192150735371,1,1,0.964835941599794,1,1,1
"INPP5J",-6.50815178061654,-6.50815178061654,-4.00815178061654,3.56215179955978e-17,8.63335130848141e-13,1.78107590012243e-17,2.94856420362298e-14,3.45431805682976e-10,1.4742903132411e-14
"INPP5K",-1.45888457939545,-1.45888457939545,1.04111542060455,1,1,0.999999997222766,1,1,1
"INPPL1",-1.36637131829043,-1.36637131829043,1.13362868170957,1,1,0.999999996515156,1,1,1
"INSC",-3.94803126006285,-3.94803126006285,-1.44803126006285,0.000965514258382748,0.00102202852616132,0.000482757143377636,0.0191592477745745,0.0194235292151512,0.00957962551011178
"INSIG1",-2.2307840417028,-2.2307840417028,0.269215958297199,1,1,0.899606659279737,1,1,1
"INSIG2",-0.824498918569418,-0.824498918569418,1.67550108143058,1,1,0.999993969601877,1,1,1
"INSL3",0.39243638419486,0.39243638419486,2.89243638419486,0.448289228348179,0.676192979684822,0.225421790631236,1,1,1
"INSM1",-1.63285104423418,-1.63285104423418,0.867148955765822,1,1,0.93648760246714,1,1,1
"INSR",-0.287295618005804,-0.287295618005804,2.2127043819942,1,1,0.864687339601629,1,1,1
"INSRR",-5.92955730028394,-5.92955730028394,-3.42955730028394,1.37416464295009e-06,2.19737822449927e-06,6.87083621036462e-07,5.71552176071132e-05,8.51437963532465e-05,2.85776560310309e-05
"INTS1",-1.50665602967652,-1.50665602967652,0.993343970323475,1,1,0.999999948572606,1,1,1
"INTS10",-1.81519550799007,-1.81519550799007,0.684804492009933,1,1,0.999935247065032,1,1,1
"INTS12",-1.81103630637898,-1.81103630637898,0.688963693621018,1,1,0.999966121385807,1,1,1
"INTS2",-1.55981831518192,-1.55981831518192,0.940181684818083,1,1,0.999938898920852,1,1,1
"INTS3",-1.35372051501954,-1.35372051501954,1.14627948498046,1,1,0.999999998556682,1,1,1
"INTS4",-1.40841540459468,-1.40841540459468,1.09158459540532,1,1,0.999999992883819,1,1,1
"INTS4L1",-0.971401091609867,-0.971401091609867,1.52859890839013,1,1,0.999738585851191,1,1,1
"INTS4L2",-1.55194094546929,-1.55194094546929,0.948059054530705,1,1,0.999950894139077,1,1,1
"INTS5",-1.72083338898797,-1.72083338898797,0.779166611012031,1,1,0.999989605983424,1,1,1
"INTS6",-1.90746114739523,-1.90746114739523,0.592538852604769,1,1,0.997923706255207,1,1,1
"INTS7",-1.55993142049749,-1.55993142049749,0.940068579502515,1,1,0.999996722412026,1,1,1
"INTS8",-0.818534971674845,-0.818534971674845,1.68146502832516,1,1,0.999976261006774,1,1,1
"INTS9",-1.79735191655344,-1.79735191655344,0.702648083446561,1,1,0.99993780314066,1,1,1
"INTU",-1.43917334720911,-1.43917334720911,1.06082665279089,1,1,0.999955824093356,1,1,1
"INVS",-1.89646084520133,-1.89646084520133,0.603539154798672,1,1,0.996607978415774,1,1,1
"IP6K1",-2.17700457874482,-2.17700457874482,0.322995421255184,1,1,0.949705326727773,1,1,1
"IP6K2",-1.80397305083618,-1.80397305083618,0.696026949163819,1,1,0.999986538730345,1,1,1
