"","j","median.effect","median.effect.l","median.effect.u","ctt.pval","cwt.pval","gtt.pval","ctt.pval.BH.adj","cwt.pval.BH.adj","gtt.pval.BH.adj"
" g__Abiotrophia",0.41,-0.603562712147584,-2.08125771996456,-0.622423218277874,0.614741023522345,0.414651690902776,0.376423700344055,0.999957956017496,0.999560004134555,0.99131467206662
" g__Actinobacillus",0.41,-2.05782470293452,-3.5355197107515,-2.07668520906481,0.204454942767448,0.1099038451113,0.121427851399405,0.968979948770812,0.941457890980717,0.817304017666607
" g__Rothia",0.41,-0.139322027355417,-1.6170170351724,-0.158182533485708,0.693019620806498,0.470038183225375,0.346676146069331,1,1,1
" g__[Prevotella]",0.41,-0.981943979176613,-2.45963898699359,-1.0008044853069,0.0753819331530955,0.0926396568285983,0.0377355196505906,0.847938439098141,0.912001603250662,0.465632956167472
" g__Capnocytophaga",0.41,0.932459230498067,-0.545235777318912,0.913598724367777,1,1,0.916990751936073,1,1,1
" g__Leptotrichia",0.41,1.38584478132112,-0.0918502264958634,1.36698427519083,0.99893211107974,0.992127854039624,0.60786776550635,1,1,1
" g__Campylobacter",0.41,1.58975065013428,0.112055642317301,1.57089014400399,0.76804328002272,0.819958483220522,0.387923975300297,1,1,1
" g__Lautropia",0.41,-0.558554749199082,-2.03624975701606,-0.577415255329372,0.545836228723159,0.751892922026619,0.294311852387999,1,1,0.999984310004584
" g__Actinomyces",0.41,0.653015122044955,-0.824679885772024,0.634154615914665,1,1,0.976309114229077,1,1,1
" g__Oribacterium",0.41,0.975587243117584,-0.502107764699395,0.956726736987294,1,0.999911095409384,0.851856924129664,1,1,1
" g__Kingella",0.41,1.06510649533367,-0.412588512483306,1.04624598920338,0.952580878412488,0.998961331358689,0.76027200523468,1,1,1
" g__Catonella",0.41,0.550207407725555,-0.927487600091424,0.531346901595265,0.986455481569885,0.999925916298817,0.791100470837455,1,1,1
" g__Selenomonas",0.41,3.64063501723177,2.16294000941479,3.62177451110148,0.0119757016142267,0.00482011689318296,0.00612064629259143,0.367814961845052,0.166606209671888,0.192744473740046
" g__Dialister",0.41,0.822290579810423,-0.655404428006556,0.803430073680133,0.981360403322667,0.972511238109099,0.813948983893613,1,1,1
" g__Moryella",0.41,1.47704659091126,-0.000648416905719262,1.45818608478097,0.875746291682019,0.826744888353453,0.577636407874136,1,1,1
" g__Parvimonas",0.41,-0.143109631021954,-1.62080463883893,-0.161970137152244,0.797936358919802,0.961845283410427,0.557320597973649,0.999825214774691,1,0.998061922722439
" g__Tannerella",0.41,1.27235480578321,-0.205340202033773,1.25349429965292,0.923600087509864,0.996683112639892,0.664244124228699,1,1,1
" g__Mogibacterium",0.41,-0.0360162556389465,-1.51371126345593,-0.0548767617692366,0.81933217689315,0.973942841236261,0.573140941997118,1,1,0.998026246355793
" g__Bulleidia",0.41,0.529632357825542,-0.948062649991437,0.510771851695252,0.969203082456941,0.999134405732318,0.765200844353831,1,1,1
" g__Atopobium",0.41,1.56814457616789,0.0904495683509112,1.5492840700376,0.853880416105162,0.924868448102258,0.564402983771699,1,1,1
" g__Peptostreptococcus",0.41,1.50401366034231,0.0263186525253354,1.48515315421202,0.877838563135692,0.900596920122448,0.599166974013026,1,1,1
" g__Corynebacterium",0.41,0.572130329926035,-0.905564677890945,0.553269823795744,0.995318795094764,1,0.849115583188379,1,1,1
" g__Mycoplasma",0.41,1.13190503707595,-0.345789970741029,1.11304453094566,0.885810471057824,0.934320581874248,0.686428225838754,1,1,1
" g__Treponema",0.41,1.68482342967618,0.2071284218592,1.66596292354589,0.807698194212232,0.760169770878734,0.57120942154172,1,1,1
" g__Cardiobacterium",0.41,2.48257295515201,1.00487794733503,2.46371244902172,0.440734735941852,0.754304992082673,0.252495885269108,0.999880783170051,1,0.995962963857724
" g__Shuttleworthia",0.41,0.587842198825893,-0.889852808991086,0.568981692695603,0.944981620120331,0.971212790738357,0.771970359675964,1,1,0.99962744464232
" g__Schwartzia",0.41,3.82376109170487,2.34606608388789,3.80490058557458,0.105257645829913,0.0607801603376214,0.0589393762820313,0.695382760317844,0.621597648045048,0.552040828465879
" g__TG5",0.41,1.63607866085667,0.158383653039691,1.61721815472638,0.777869806678121,0.783862433266206,0.570710975417395,0.99979062893221,0.999328986740027,0.997332793794675
" g__Lachnoanaerobaculum",0.41,1.37225712208701,-0.105437885729968,1.35339661595672,0.887446855010867,0.862475136668491,0.638559724168446,1,1,1
"other",0.41,0.0807455451596046,-1.39694946265737,0.0618850390293145,0.999954448067525,0.960989031626868,0.573483665289796,1,1,1
" g__Streptococcus",0.42,-0.699232925029535,-2.16692793284651,-0.708093431159825,0.0378264108444624,0.0397641037898442,0.0189133215971376,0.692643623332952,0.737523864591002,0.346742290651958
" g__Haemophilus",0.42,-0.58478131267868,-2.05247632049566,-0.59364181880897,0.0128545913771914,0.0194492623989946,0.00642729586553075,0.484955726974394,0.651115853268811,0.242506198666646
" g__Neisseria",0.42,-0.555590947329558,-2.02328595514654,-0.564451453459848,0.685248324751634,0.849987458296552,0.426083630673037,1,1,1
" g__Veillonella",0.42,0.522727384137015,-0.944967623679965,0.513866878006724,1,1,0.922023526660007,1,1,1
" g__Porphyromonas",0.42,-0.000998224686280746,-1.46869323250326,-0.00985873081657085,0.961622349954161,0.875872779339882,0.496900211827807,1,1,1
" g__Prevotella",0.42,0.425175192923509,-1.04251981489347,0.416314686793219,1,1,0.796678619772784,1,1,1
" g__Fusobacterium",0.42,0.972242788596157,-0.495452219220822,0.963382282465867,1,1,0.935130850117392,1,1,1
" g__Aggregatibacter",0.42,0.149245225686484,-1.3184497821305,0.140384719556194,0.932527147059057,0.999866653487065,0.717131434097483,1,1,1
" g__Abiotrophia",0.42,-0.576718717785189,-2.04441372560217,-0.585579223915479,0.626316164585043,0.421180717664072,0.382971349791213,0.999671565599819,0.999746565907432,0.991070859611495
" g__Actinobacillus",0.42,-2.02909259509467,-3.49678760291165,-2.03795310122496,0.210645236746946,0.11430003265287,0.124977099247507,0.976250808038597,0.955924696936794,0.833403528094862
" g__Rothia",0.42,-0.144010054707079,-1.61170506252406,-0.152870560837369,0.708235166880134,0.48362158398147,0.354294082787704,1,1,1
" g__[Prevotella]",0.42,-0.984607788502669,-2.45230279631965,-0.993468294632959,0.0775862787227378,0.095628768594497,0.0388389771106105,0.859133542819477,0.928277388796641,0.476757101091758
" g__Capnocytophaga",0.42,0.927385021397856,-0.540309986419124,0.918524515267566,1,1,0.913384105185588,1,1,1
" g__Leptotrichia",0.42,1.38422966919219,-0.0834653386247903,1.3753691630619,0.998873993005194,0.989284653854703,0.598261256351549,1,1,1
" g__Campylobacter",0.42,1.58277820950486,0.115083201687879,1.57391770337457,0.761121075102679,0.815835476422713,0.384584980649715,1,1,1
" g__Lautropia",0.42,-0.572172249995437,-2.03986725781242,-0.581032756125727,0.551562627470559,0.76737498229147,0.297465325995871,1,1,1
" g__Actinomyces",0.42,0.652365392008663,-0.815329615808317,0.643504885878372,1,1,0.978306130117007,1,1,1
" g__Oribacterium",0.42,0.983021635343136,-0.484673372473843,0.974161129212846,1,0.999985179110568,0.843313463431729,1,1,1
" g__Kingella",0.42,1.07200678050912,-0.395688227307855,1.06314627437883,0.944619300868409,0.999704161764452,0.755219441630985,1,1,1
" g__Catonella",0.42,0.543153387946696,-0.924541619870283,0.534292881816406,0.984776553994239,0.999489855461763,0.791002705771622,1,1,1
" g__Selenomonas",0.42,3.64211374335557,2.17441873553859,3.63325323722528,0.0118294618141254,0.00454701775581133,0.0060605505562611,0.362875837254616,0.156817327389436,0.190923454637001
" g__Dialister",0.42,0.825926996814665,-0.641768011002315,0.817066490684374,0.982563669072648,0.97762265379511,0.815205057273033,1,1,1
" g__Moryella",0.42,1.45975379549179,-0.00794121232518874,1.4508932893615,0.878471775614985,0.813543039602407,0.577757792484643,1,1,1
" g__Parvimonas",0.42,-0.140537999995809,-1.60823300781279,-0.149398506126099,0.80491131338453,0.955685343632655,0.567712337701791,0.999545047355854,1,0.999028136470122
" g__Tannerella",0.42,1.23854792657508,-0.229147081241904,1.22968742044479,0.929260404382593,0.994447122615329,0.670151587259027,1,1,1
" g__Mogibacterium",0.42,-0.0441553388403069,-1.51185034665729,-0.053015844970597,0.826567956707941,0.977639558681993,0.578462371724229,1,1,0.999317238353805
" g__Bulleidia",0.42,0.549200821824354,-0.918494185992625,0.540340315694064,0.964877109504874,0.999487082807676,0.762629675278612,1,1,1
" g__Atopobium",0.42,1.5639986074484,0.0963035996314168,1.55513810131811,0.847666255872431,0.913317367658592,0.561426729474933,1,1,1
" g__Peptostreptococcus",0.42,1.52107565224351,0.0533806444265337,1.51221514611322,0.866727784896227,0.890553123241968,0.584055357955272,1,1,1
" g__Corynebacterium",0.42,0.566535775247111,-0.901159232569869,0.557675269116821,0.99615972484413,1,0.851802777565688,1,1,1
" g__Mycoplasma",0.42,1.12257797832759,-0.345117029489389,1.1137174721973,0.88055429189046,0.924411407961587,0.683641543468223,0.999744502361338,0.999889484859088,0.998449104979924
" g__Treponema",0.42,1.67746509089031,0.209770083073332,1.66860458476002,0.798500657460257,0.74440821546682,0.565923606067159,1,1,0.999875432272751
" g__Cardiobacterium",0.42,2.47276695138946,1.00507194357248,2.46390644525917,0.432564389541261,0.742231108883788,0.246869431423831,1,1,0.996272147457508
" g__Shuttleworthia",0.42,0.647698489353036,-0.819996518463944,0.638837983222745,0.947204613766381,0.973650000380149,0.775670419230303,1,1,1
" g__Schwartzia",0.42,3.87545120710936,2.40775619929238,3.86659070097907,0.100296663029631,0.0586415311236489,0.0565209117643002,0.688105450067283,0.604693022748588,0.539609428796252
" g__TG5",0.42,1.64947287875168,0.181777870934705,1.64061237262139,0.770877140263954,0.779062890286605,0.56310650050793,0.999471756330897,1,0.996133928501582
" g__Lachnoanaerobaculum",0.42,1.41365787011153,-0.0540371377054503,1.40479736398124,0.875064379050254,0.845162253182141,0.618384665099254,1,1,0.999992152394416
"other",0.42,0.0801306251904204,-1.38756438262656,0.0712701190601303,1,0.97259796762626,0.584794506677056,1,1,1
" g__Streptococcus",0.43,-0.699128002445047,-2.15682301026203,-0.697988508575337,0.0405323258663346,0.0424822137451531,0.0202662916790421,0.736279216076629,0.781347609855203,0.368932336543822
" g__Haemophilus",0.43,-0.584054982218096,-2.04174999003508,-0.582915488348386,0.0143719067198332,0.0217886902781839,0.00718595355649304,0.540219111086557,0.706531810986769,0.270226596249237
" g__Neisseria",0.43,-0.568311641197708,-2.02600664901469,-0.567172147327998,0.680904193306639,0.854268416911754,0.421900131042117,1,1,1
" g__Veillonella",0.43,0.522687131871384,-0.935007875945595,0.523826625741094,1,1,0.92625227947488,1,1,1
" g__Porphyromonas",0.43,-0.000454223058348635,-1.45814923087533,0.000685270811361272,0.971103120428798,0.890631014613536,0.50503659577981,1,1,1
" g__Prevotella",0.43,0.426175774175275,-1.0315192336417,0.427315268044985,1,1,0.804132532794532,1,1,1
" g__Fusobacterium",0.43,0.974003577251359,-0.48369143056562,0.975143071121069,1,1,0.930161957763833,1,1,1
" g__Aggregatibacter",0.43,0.149326874305957,-1.30836813351102,0.150466368175667,0.939181504858746,0.999763107533753,0.724008780598123,1,1,1
" g__Abiotrophia",0.43,-0.571506851731687,-2.02920185954867,-0.570367357861977,0.631349950368814,0.429663815281014,0.386738073408223,1,0.9999740883385,0.995482725820701
" g__Actinobacillus",0.43,-2.04359723547733,-3.50129224329431,-2.04245774160762,0.20762440325383,0.114677981090017,0.123188445248429,0.976365847714138,0.956503372610553,0.833813820561704
" g__Rothia",0.43,-0.14110992467173,-1.59880493248871,-0.139970430802021,0.727274138867372,0.501283493021624,0.363825166122689,1,1,1
" g__[Prevotella]",0.43,-0.983261046686255,-2.44095605450323,-0.982121552816545,0.0807166125261038,0.0976355589807214,0.0404069773201961,0.881395410050633,0.935108789889264,0.498356147158418
" g__Capnocytophaga",0.43,0.927167183046654,-0.530527824770326,0.928306676916364,1,1,0.908886685177251,1,1,1
" g__Leptotrichia",0.43,1.38260501873973,-0.0750899890772483,1.38374451260944,0.99854306458229,0.985226734883166,0.589322273083151,1,1,1
" g__Campylobacter",0.43,1.58039679262975,0.122701784812767,1.58153628649946,0.746764850007026,0.800767950579788,0.377426302299906,1,1,1
" g__Lautropia",0.43,-0.567926250102218,-2.0256212579192,-0.566786756232509,0.56384729776577,0.777565491810505,0.304373167313961,1,1,0.999913231229756
" g__Actinomyces",0.43,0.654835584360625,-0.802859423456354,0.655975078230335,1,1,0.981060209446952,1,1,1
" g__Oribacterium",0.43,0.975705074657576,-0.481989933159403,0.976844568527286,1,0.999704003243227,0.838270079045764,1,1,1
" g__Kingella",0.43,1.05287064315609,-0.404824364660888,1.0540101370258,0.945351430808953,0.999660350756078,0.753770342353699,1,1,1
" g__Catonella",0.43,0.513599709400878,-0.944095298416102,0.514739203270588,0.98337733720365,0.999251396695873,0.786948059028582,1,1,1
" g__Selenomonas",0.43,3.62467786861275,2.16698286079577,3.62581736248246,0.010634503364203,0.00417313736353968,0.00544527259058543,0.337453574566763,0.146282857179886,0.17674762785781
" g__Dialister",0.43,0.799605528146863,-0.658089479670116,0.800745022016573,0.978643960619577,0.97629468474924,0.808915301988832,1,1,1
" g__Moryella",0.43,1.47293165519938,0.0152366473823982,1.47407114906909,0.869290545179979,0.798768535386756,0.572329405469324,1,1,1
" g__Parvimonas",0.43,-0.123118197662332,-1.58081320547931,-0.121978703792622,0.821998410897037,0.968268782413614,0.581716011910088,1,1,0.998653555533153
" g__Tannerella",0.43,1.27052750026875,-0.187167507548231,1.27166699413846,0.916980377282395,0.994657678700847,0.650547637997146,1,1,1
" g__Mogibacterium",0.43,-0.0703217129846969,-1.52801672080168,-0.069182219114987,0.826075070157551,0.978372842241618,0.580555948624033,1,1,0.999552084101134
" g__Bulleidia",0.43,0.573028743611973,-0.884666264205006,0.574168237481683,0.975370616072158,0.999218338448872,0.779015487903927,1,1,1
" g__Atopobium",0.43,1.54197573428341,0.0842807264664271,1.54311522815312,0.855580778725956,0.91324701291952,0.566265745933216,1,1,1
" g__Peptostreptococcus",0.43,1.49342699018159,0.0357319823646129,1.4945664840513,0.86977621788473,0.883084556114033,0.591668265224228,1,1,1
" g__Corynebacterium",0.43,0.565479194731585,-0.892215813085394,0.566618688601295,0.997085600233763,1,0.859026782898678,1,1,1
" g__Mycoplasma",0.43,1.13842190706566,-0.31927310075132,1.13956140093537,0.872127164632744,0.923142933386997,0.677861398594305,0.99988439241885,1,0.998465077407651
" g__Treponema",0.43,1.67044064637327,0.21274563855629,1.67158014024298,0.792811132868481,0.747897237346239,0.562382201803737,1,1,1
" g__Cardiobacterium",0.43,2.47909977111283,1.02140476329585,2.48023926498254,0.433549872160305,0.742822578078117,0.247464596790756,0.999857270810121,1,0.995803637934844
" g__Shuttleworthia",0.43,0.65222251881216,-0.80547248900482,0.653362012681869,0.94441985807401,0.972305534223134,0.771136197428188,1,1,1
" g__Schwartzia",0.43,3.85011876483963,2.39242375702265,3.85125825870934,0.104932085365754,0.0603700431750901,0.0589624058130824,0.697803799488173,0.62871752434978,0.553552974018129
" g__TG5",0.43,1.66975528236735,0.212060274550367,1.67089477623706,0.762134705559669,0.771997699871726,0.551821432882008,0.999176114283571,1,0.996695319003617
" g__Lachnoanaerobaculum",0.43,1.38898296376899,-0.0687120440479934,1.3901224576387,0.880460749512128,0.839754755865517,0.623172559623714,1,1,1
"other",0.43,0.0810146588172209,-1.37668034899976,0.0821541526869308,1,0.982426704970362,0.597405486894818,1,1,1
" g__Streptococcus",0.44,-0.700000869657972,-2.14769587747495,-0.688861375788262,0.0431774145482514,0.0445162527228679,0.0215888454426299,0.782875182346331,0.81244322128415,0.392280180797254
" g__Haemophilus",0.44,-0.584916745892355,-2.03261175370933,-0.573777252022645,0.0157972287008637,0.0237669431870835,0.00789861456450841,0.592104410537448,0.754386440734935,0.296152880509848
" g__Neisseria",0.44,-0.563214969393598,-2.01090997721058,-0.552075475523888,0.68752513721219,0.86478065016894,0.425112972180912,1,1,1
" g__Veillonella",0.44,0.523227228337733,-0.924467779479246,0.534366722207443,1,1,0.930716992376323,1,1,1
" g__Porphyromonas",0.44,0.00164919757018822,-1.44604581024679,0.0127886914398981,0.976743154860732,0.905528341451964,0.512720605684005,1,1,1
" g__Prevotella",0.44,0.427067661581615,-1.02062734623536,0.438207155451325,1,1,0.810591616729488,1,1,1
" g__Fusobacterium",0.44,0.970878149054839,-0.476816858762141,0.982017642924549,1,1,0.92671523012395,1,1,1
" g__Aggregatibacter",0.44,0.149675852721495,-1.29801915509548,0.160815346591204,0.94045384819035,0.999822745107356,0.727286768706953,1,1,1
" g__Abiotrophia",0.44,-0.585037765242614,-2.03273277305959,-0.573898271372904,0.630970674739609,0.429062154521461,0.393036002662924,0.999975436265605,0.9999740883385,0.993844064616863
" g__Actinobacillus",0.44,-2.06020489494289,-3.50789990275987,-2.04906540107318,0.209190389324859,0.119951427595234,0.123956460813017,0.981974153097122,0.968912317326473,0.836405271436374
" g__Rothia",0.44,-0.14256712759201,-1.59026213540899,-0.1314276337223,0.743385433616789,0.519058558729557,0.371918861310057,1,1,1
" g__[Prevotella]",0.44,-0.987213173123057,-2.43490818094004,-0.976073679253347,0.0835889617361969,0.101231450046141,0.0418457987758843,0.896100918487784,0.94734067541182,0.514184961154627
" g__Capnocytophaga",0.44,0.929513762676963,-0.518181245140017,0.940653256546673,1,1,0.902514753583281,1,1,1
" g__Leptotrichia",0.44,1.38507162042342,-0.0626233873935629,1.39621111429313,0.996739860529167,0.980469281428396,0.576335918756212,1,1,1
" g__Campylobacter",0.44,1.59004283174202,0.142347823925043,1.60118232561173,0.716821269287413,0.776078018236462,0.361099082727922,1,1,1
" g__Lautropia",0.44,-0.576765230302505,-2.02446023811948,-0.565625736432795,0.560126428461988,0.771633797572401,0.3025360810572,1,1,0.999938629627584
" g__Actinomyces",0.44,0.651554704183753,-0.796140303633226,0.662694198053463,1,1,0.982162211398016,1,1,1
" g__Oribacterium",0.44,0.983481349326915,-0.464213658490064,0.994620843196625,1,0.999438258433285,0.828933266111682,1,1,1
" g__Kingella",0.44,1.08763162819337,-0.36006337962361,1.09877112206308,0.945529666539231,0.99974814860954,0.748672683990909,1,1,1
" g__Catonella",0.44,0.520448779885425,-0.927246227931555,0.531588273755135,0.98605818946655,0.999632364259962,0.797691694960586,1,1,1
" g__Selenomonas",0.44,3.61973119141796,2.17203618360099,3.63087068528767,0.0104091679551049,0.00411007867017588,0.00532268549589628,0.326637859557914,0.139432895696364,0.168621733272321
" g__Dialister",0.44,0.836517732002477,-0.611177275814502,0.847657225872187,0.979943557318809,0.973361816035955,0.813234997233669,1,1,1
" g__Moryella",0.44,1.46109847760901,0.0134034697920331,1.47223797147872,0.871039621723759,0.799611882846486,0.57133502074674,1,1,1
" g__Parvimonas",0.44,-0.204417844272425,-1.6521128520894,-0.193278350402715,0.799218227954734,0.963455216357998,0.556553263513965,1,1,0.999434849899753
" g__Tannerella",0.44,1.2583932387083,-0.189301769108676,1.26953273257801,0.920222140795068,0.995009136631458,0.652250978247202,1,1,1
" g__Mogibacterium",0.44,-0.0568481598824464,-1.50454316769943,-0.0457086660127365,0.838375990558088,0.981550208094461,0.587954240673563,1,1,0.999269644063514
" g__Bulleidia",0.44,0.538027930689382,-0.909667077127597,0.549167424559092,0.973335098400793,0.99867405876941,0.771519803969937,1,1,1
" g__Atopobium",0.44,1.56636172529092,0.118666717473943,1.57750121916063,0.838676085244435,0.898649585979672,0.554158882675848,1,1,1
" g__Peptostreptococcus",0.44,1.47619446728686,0.0284994594698853,1.48733396115657,0.862768793607151,0.881157490058859,0.594517614474965,1,1,1
" g__Corynebacterium",0.44,0.56323553638351,-0.88445947143347,0.57437503025322,0.995687492602374,1,0.857609833508885,1,1,1
" g__Mycoplasma",0.44,1.18792404009163,-0.259770967725354,1.19906353396134,0.873550425943059,0.922697916782812,0.671078561203274,0.999954540489777,1,0.998883097497688
" g__Treponema",0.44,1.71094789134209,0.263252883525106,1.7220873852118,0.783527895231784,0.731515617433468,0.552489908397845,1,1,0.99971423667593
" g__Cardiobacterium",0.44,2.47989974601191,1.03220473819493,2.49103923988162,0.425683824462593,0.740397315597004,0.243572554393955,0.999705067648644,1,0.99632418068041
" g__Shuttleworthia",0.44,0.642777308650517,-0.804917699166462,0.653916802520227,0.95296652595679,0.976310867097162,0.782485560568974,1,1,0.999999209829357
" g__Schwartzia",0.44,3.82994285801378,2.3822478501968,3.84108235188349,0.099867565127811,0.0550371977132709,0.0564828893096034,0.676661954392378,0.59521645692018,0.536155696290419
" g__TG5",0.44,1.61978524450258,0.172090236685601,1.63092473837229,0.774152132706187,0.777908388523538,0.568329844809756,0.999971196763484,1,0.997796202493071
" g__Lachnoanaerobaculum",0.44,1.37251766062012,-0.0751773471968624,1.38365715448983,0.878797760984626,0.837278169816853,0.62400883216392,1,1,1
"other",0.44,0.0799254594363803,-1.3677695483806,0.0910649533060902,1,0.989164583988508,0.607920630652657,1,1,1
" g__Streptococcus",0.45,-0.69903877758581,-2.13673378540279,-0.6778992837161,0.0461969274644023,0.0475735219743236,0.0230986142986842,0.829920454445667,0.850281825878121,0.417122811862793
" g__Haemophilus",0.45,-0.584266307649121,-2.0219613154661,-0.563126813779411,0.0176530669935975,0.026625007104291,0.00882653374144884,0.653726620378232,0.804616618327985,0.327077039276574
" g__Neisseria",0.45,-0.546955173502107,-1.98465018131909,-0.525815679632397,0.701446472761609,0.875039599525115,0.436567356963391,1,1,1
" g__Veillonella",0.45,0.52254976637376,-0.91514524144322,0.54368926024347,1,1,0.934618754894664,1,1,1
" g__Porphyromonas",0.45,-0.0035858126479118,-1.44128082046489,0.0175536812217981,0.982359173848145,0.923215931183514,0.518360655528904,1,1,1
" g__Prevotella",0.45,0.4259681187856,-1.01172688903138,0.44710761265531,1,1,0.817577545514345,1,1,1
" g__Fusobacterium",0.45,0.971820033127411,-0.465874974689569,0.992959526997121,1,1,0.922225500574014,1,1,1
" g__Aggregatibacter",0.45,0.126371830936282,-1.3113231768807,0.147511324805992,0.936186076924739,0.999970358221136,0.725527094417197,1,1,1
" g__Abiotrophia",0.45,-0.605739273529094,-2.04343428134607,-0.584599779659384,0.620254560423431,0.434241752854389,0.37983803557806,0.999481296466464,0.99958230593748,0.990149729388742
" g__Actinobacillus",0.45,-2.05285417739522,-3.4905491852122,-2.03171468352551,0.210518231630817,0.118478394721877,0.125006167125611,0.98292487461728,0.967960990756993,0.838070510276138
" g__Rothia",0.45,-0.139858512397475,-1.57755352021445,-0.118719018527765,0.762724921116349,0.536164132707773,0.381626700827489,1,1,1
" g__[Prevotella]",0.45,-0.978092969075448,-2.41578797689243,-0.956953475205738,0.0875247224719272,0.10382139557406,0.0438167358706283,0.914229131019102,0.950820628184748,0.536409385258239
" g__Capnocytophaga",0.45,0.927062552569534,-0.510632455247445,0.948202046439244,1,1,0.898131625741333,1,1,1
" g__Leptotrichia",0.45,1.38237751134447,-0.0553174964725103,1.40351700521418,0.994683961081936,0.973567756389457,0.565002624257533,1,1,1
" g__Campylobacter",0.45,1.58620132503724,0.148506317220264,1.60734081890695,0.702865443809986,0.766816453646076,0.353325002928699,1,1,1
" g__Lautropia",0.45,-0.569060606648515,-2.00675561446549,-0.547921112778805,0.576733294950958,0.795128180777949,0.311885677465518,1,1,1
" g__Actinomyces",0.45,0.656207501242043,-0.781487506574936,0.677346995111753,1,1,0.984054227255172,1,1,1
" g__Oribacterium",0.45,0.971797453470318,-0.465897554346661,0.992936947340028,1,0.999585831895131,0.828012147208977,1,1,1
" g__Kingella",0.45,1.06837778791113,-0.369317219905852,1.08951728178084,0.937651639243194,0.999364571164932,0.738853315668725,1,1,1
" g__Catonella",0.45,0.576422150080317,-0.861272857736662,0.597561643950027,0.988161130845727,1,0.804296388215658,1,1,1
" g__Selenomonas",0.45,3.65404018035981,2.21634517254283,3.67517967422952,0.0105917179562632,0.00386567467290024,0.0054366385564822,0.330275136243835,0.134554673264253,0.174863591260407
" g__Dialister",0.45,0.775415559118991,-0.662279448697988,0.796555052988701,0.979238479047157,0.97307166955821,0.813537260390666,1,1,1
" g__Moryella",0.45,1.47075440221857,0.0330593944015916,1.49189389608828,0.864127056624815,0.779805869933637,0.563804888876398,1,1,1
" g__Parvimonas",0.45,-0.154568802344608,-1.59226381016159,-0.133429308474898,0.814788991664418,0.965772340877732,0.571304941235697,0.999628086511077,1,0.998560429686381
" g__Tannerella",0.45,1.24993626108177,-0.187758746735212,1.27107575495148,0.916771528251542,0.994283599965722,0.653845135884346,1,1,1
" g__Mogibacterium",0.45,-0.0704593888658511,-1.50815439668283,-0.0493198949961412,0.836583353738148,0.977914369430685,0.589332639157606,1,1,0.998701140767401
" g__Bulleidia",0.45,0.5812350575807,-0.85645995023628,0.60237455145041,0.978732912154424,0.999321155664386,0.79014283097243,1,1,0.999983611952021
" g__Atopobium",0.45,1.5562431306629,0.118548122845919,1.57738262453261,0.834482998369862,0.885736322031734,0.547012265800001,1,1,1
" g__Peptostreptococcus",0.45,1.50485417300632,0.0671591651893375,1.52599366687603,0.862396145912435,0.872510352513746,0.581724113449093,1,1,1
" g__Corynebacterium",0.45,0.553843911748375,-0.883851096068604,0.574983405618085,0.998255506727821,1,0.864704330143784,1,1,1
" g__Mycoplasma",0.45,1.17951613358048,-0.258178874236502,1.20065562745019,0.864289488503235,0.912579466237453,0.662402527809855,0.999498638116569,1,0.998823197462784
" g__Treponema",0.45,1.72401223985848,0.286317232041502,1.74515173372819,0.782657963183397,0.730614115210114,0.546561457962467,1,1,1
" g__Cardiobacterium",0.45,2.47530503235383,1.03761002453685,2.49644452622354,0.422913330089206,0.730671873387851,0.240516676909393,1,1,0.995985258851141
" g__Shuttleworthia",0.45,0.619534428061061,-0.818160579755918,0.640673921930771,0.948128829396699,0.973665620583629,0.780493670144577,1,1,1
" g__Schwartzia",0.45,3.77262121173581,2.33492620391883,3.79376070560552,0.0987126545546255,0.0572660814970191,0.0548701418080205,0.695961036035996,0.617831267225337,0.549723939107613
" g__TG5",0.45,1.62076412369331,0.183069115876335,1.64190361756302,0.774670507659391,0.772932561709425,0.566077454098092,0.999762900950247,1,0.99646771254734
" g__Lachnoanaerobaculum",0.45,1.39310848638954,-0.0445865214274384,1.41424798025925,0.874301806296586,0.83371728380292,0.619706880922956,1,1,1
"other",0.45,0.080643387937946,-1.35705161987903,0.101782881807656,1,0.99355037349663,0.619960551882936,1,1,1
" g__Streptococcus",0.46,-0.699554641493203,-2.12724964931018,-0.668415147623493,0.049151176455427,0.050999863648854,0.0245757524078837,0.87391811768102,0.892310709359636,0.441171082411463
" g__Haemophilus",0.46,-0.584387743817359,-2.01208275163434,-0.553248249947649,0.0195910438166147,0.0296390742076946,0.00979552217866567,0.719661855545781,0.861388654121179,0.360387113969467
" g__Neisseria",0.46,-0.55870390234272,-1.9863989101597,-0.52756440847301,0.700567717304682,0.883054967243234,0.433365823954173,1,1,1
" g__Veillonella",0.46,0.522294890891809,-0.90540011692517,0.553434384761519,1,1,0.938739572161355,1,1,1
" g__Porphyromonas",0.46,-0.00158157737522835,-1.42927658519221,0.0295579164944815,0.988058240219947,0.935532912541033,0.527843050487403,1,1,1
" g__Prevotella",0.46,0.429932683601101,-0.997762324215878,0.461072177470811,1,1,0.825065288842176,1,1,1
" g__Fusobacterium",0.46,0.969714073553523,-0.457980934263456,1.00085356742323,1,1,0.917897769411407,1,1,1
" g__Aggregatibacter",0.46,0.166716024563891,-1.26097898325309,0.197855518433601,0.945065333266701,0.999940737188249,0.73628187326092,1,1,1
" g__Abiotrophia",0.46,-0.580080615678878,-2.00777562349586,-0.548941121809168,0.637230849484552,0.442129992445769,0.392257611256379,0.999570180541159,0.999772477568932,0.993737208570181
