"","colour","linetype","x","y","ymin","ymax","se","flipped_aes","PANEL","group","fill","linewidth","weight","alpha"
"305","#CCCCCC","dotted",245.696202531646,0.0017591311934644,4.78438568254271e-05,0.00347041853010337,0.000684525317237503,FALSE,"1",4,"grey60",1.5,1,0
"306","#CCCCCC","dotted",249.316455696203,0.00178213622085848,7.98035563109377e-05,0.00348446888540603,0.000680943394071881,FALSE,"1",4,"grey60",1.5,1,0
"307","#CCCCCC","dotted",252.936708860759,0.00180502409959127,0.000109826423290208,0.00350022177589234,0.000678089355484474,FALSE,"1",4,"grey60",1.5,1,0
"308","#CCCCCC","dotted",256.556962025316,0.00182782781328076,0.000134114773690406,0.00352154085287111,0.000677495491792723,FALSE,"1",4,"grey60",1.5,1,0
"309","#CCCCCC","dotted",260.177215189873,0.00185052391932703,0.000150869385414878,0.00355017845323919,0.000679872125569191,FALSE,"1",4,"grey60",1.5,1,0
"310","#CCCCCC","dotted",263.79746835443,0.00187308757059536,0.000158287047580474,0.00358788809361025,0.000685930613102786,FALSE,"1",4,"grey60",1.5,1,0
"311","#CCCCCC","dotted",267.417721518987,0.00189549391995101,0.00015457671889464,0.00363641112100738,0.000696377442772339,FALSE,"1",4,"grey60",1.5,1,0
"312","#CCCCCC","dotted",271.037974683544,0.00191771812025923,0.000138048238838432,0.00369738800168002,0.000711878750035188,FALSE,"1",4,"grey60",1.5,1,0
"313","#CCCCCC","dotted",274.658227848101,0.00193973532438528,0.000107200497793942,0.00377227015097662,0.000733025048841258,FALSE,"1",4,"grey60",1.5,1,0
"314","#CCCCCC","dotted",278.278481012658,0.00196152068519444,6.07933693518069e-05,0.00386224800103707,0.000760302458273642,FALSE,"1",4,"grey60",1.5,1,0
"315","#CCCCCC","dotted",281.898734177215,0.00198304935555195,NA,0.00396820872778342,0.000794075793088413,FALSE,"1",4,"grey60",1.5,1,0
"316","#CCCCCC","dotted",285.518987341772,0.00200429648832309,NA,0.00409072999347789,0.000834586060699843,FALSE,"1",4,"grey60",1.5,1,0
"317","#CCCCCC","dotted",289.139240506329,0.00202523723637311,NA,0.00423010705172816,0.00088196130334699,FALSE,"1",4,"grey60",1.5,1,0
"318","#CCCCCC","dotted",292.759493670886,0.00204584675256728,NA,0.00438640340742527,0.000936236862376211,FALSE,"1",4,"grey60",1.5,1,0
"319","#CCCCCC","dotted",296.379746835443,0.00206610018977085,NA,0.00455951233600666,0.000997379986319613,FALSE,"1",4,"grey60",1.5,1,0
"320","#CCCCCC","dotted",300,0.0020859727008491,NA,0.00474921789161395,0.00106531423452833,FALSE,"1",4,"grey60",1.5,1,0
"321","#1f77b4","dashed",14,0.00763711936766001,NA,0.0169057980123873,0.00370752769205639,FALSE,"1",5,"grey60",1.5,1,0
"322","#1f77b4","dashed",17.620253164557,0.00884377727532399,0.000619169471612514,0.0170683850790355,0.00328989302114925,FALSE,"1",5,"grey60",1.5,1,0
"323","#1f77b4","dashed",21.2405063291139,0.0101394728583449,0.00279200622497325,0.0174869394917165,0.00293903123129446,FALSE,"1",5,"grey60",1.5,1,0
"324","#1f77b4","dashed",24.8607594936709,0.0115315723549248,0.0048795871094435,0.0181835576004062,0.00266083445657083,FALSE,"1",5,"grey60",1.5,1,0
"325","#1f77b4","dashed",28.4810126582278,0.0130274420032661,0.00688260805428872,0.0191722759522435,0.00245797086102258,FALSE,"1",5,"grey60",1.5,1,0
"326","#1f77b4","dashed",32.1012658227848,0.01463648126434,0.00881793462421732,0.0204550279044628,0.00232745395785716,FALSE,"1",5,"grey60",1.5,1,0
"327","#1f77b4","dashed",35.7215189873418,0.0163661581887304,0.0107170554364561,0.0220152609410047,0.00225967537468176,FALSE,"1",5,"grey60",1.5,1,0
"328","#1f77b4","dashed",39.3417721518987,0.0182042120635491,0.0125978189868687,0.0238106051402295,0.00224259124531956,FALSE,"1",5,"grey60",1.5,1,0
"329","#1f77b4","dashed",42.9620253164557,0.0201366942646624,0.0144771162102269,0.0257962723190979,0.00226386555910114,FALSE,"1",5,"grey60",1.5,1,0
